article_id,article_title,response_found,values_inside_scope,extracted_value,confidence_level,source_citation
190653872,Managing Software-as-a-Service: Pricing and operations,no,,not reported,high,information not found in text
190653882,"Converting free users to paid subscribers in the SaaS context: The impact of marketing touchpoints, message content, and usage",yes,Proprietary,Proprietary,high,"Page 1: 'Software-as-a-service (SaaS) is a popular business model that centrally hosts and licenses software on a subscription basis' | Page 5: 'Since 2013, the firm has stopped selling any perpetual software license by itself or through any retailer'"
190653942,Optimal distinctiveness across revenue models: Performance effects of differentiation of paid and free products in a mobile app market,no,,not reported,high,information not found in text
190653950,On top of the game? The double-edged sword of incorporating social features into freemium products,yes,Proprietary,Proprietary,high,"Page 8: 'Developers that wish to release their games on Steam must design their software to be compatible with Steamworks, Valve's proprietary software development kit'"
190653984,Toward Building Specialized Information Systems as Software Platforms,no,,not reported,high,information not found in text
190653993,Development of service-dominant business model for CAE software industry in Greater China: a case study,yes,Proprietary,Proprietary,medium,Page 4: 'License-oriented sales mean salespeople do not consider computer hardware in any kind when they deal with potential buyers for simulation in a local place'
190654058,MintM: the start-up transforming businesses real-time,yes,Proprietary,Proprietary,high,"Page 2: 'relies on its own proprietary software' | Page 7: 'Although the software developed by MintM is novel, they have not patented it to avoid publication of the knowhow'"
190654085,Business model innovation in mobile apps market: Exploring the new subscription plans with a behavioral reasoning perspective,no,,not reported,high,information not found in text
190654186,Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution,yes,Permissive Open Source,Permissive Open Source,high,"Page 1: 'For example, the GNU General Public License (GPL) is a widely employed open-source license that is considered to be quite restrictive with regard to what a contributor can do with the software. On the other end of the spectrum lies the Berkeley Software Distribution (BSD) license, which imposes minimal restrictions on anyone who uses or extends BSD-licensed software'"
190654465,The Business Case for a Journey Planning and Ticketing App—Comparison between a Simulation Analysis and Real-World Data,no,,not reported,high,information not found in text
190654531,Hypothesis-driven Adaptation of Business Models based on Product Line Engineering,no,,not reported,high,information not found in text
190654542,E-business evolution: an analysis of mobile applications' business models,no,,not reported,high,information not found in text
190654598,A Study on Cloud-Based Software Marketing Strategies Using Cloud Marketplace,yes,Proprietary,Proprietary with BYOL (Bring-Your-Own-License),high,"Page 2: 'rather than using the existing license-based distribution platform' | Page 8: 'Daou Office's Marketplace service is offered in the form of ""bring-your-own-license (BYOL)."" If you purchase a Daou Office license, you can receive services through every process from installation to operation' | Page 8: 'TIBERO is a local database service... It is registered in the NAVER Cloud Platform Marketplace in the form of BYOL'"
190654601,Software as a service: Lessons from the video game industry,no,,not reported,high,information not found in text
190654605,The SaaS Payoff: Measuring the Business Value of Provisioning Software-as-a-Service Technologies,yes,Proprietary;Open Core,Open Core and Proprietary (hybrid approach with open source and proprietary elements),medium,"Page 12: 'Both case organisations have recently developed indigenous OpenStack collaborating network platforms' | Page 12: 'customers on a global scale who favour open source, interoperable and hardware agnostic SaaS services'"
190654664,Searching for synergy from a combination of heterogeneous business models: measurement and assessment from the Polish software industry,no,,not reported,high,information not found in text
190654709,Business Models for Emerging Technologies: The Case of Affective Computing,yes,Proprietary,Proprietary,high,"Page 4: 'proprietary technology remains an important resource' | Page 4: 'Intellectual property (IP) was referred as one of the key resources, including brand name, patents and copyright'"
190654717,Economics of open source library software: evidences from Indian libraries,yes,Permissive Open Source,Permissive Open Source,high,"Page 1: 'Open-source software (OSS) is a new way of developing software, which is primarily developed by the users and for the users' | Page 3: 'OSS espouses a philosophy where collaborative development and sharing are inextricably intertwined'"
190654720,Making a Business Out of (Predictive Application Management in) the Fog,no,,not reported,high,information not found in text
190654834,Synergies between App-Based Car-Related Shared Mobility Services for the Development of More Profitable Business Models,no,,not reported,high,information not found in text
190654956,Open source ERP business model framework,yes,Permissive Open Source,Permissive Open Source,high,"Page 2: 'With OSS, developers and users are free to utilize and modify OSS by accessing open code' | Page 4: 'GNU Enterprise is openly developed under a license that is open' | Page 5: 'Major differences between FOS-ERP and proprietary products are the exposure of source code, meaning that the client is able to customize'"
190655012,Analysis of Freemium Business Model Considering Network Externalities and Consumer Uncertainty,no,,not reported,high,information not found in text
190655172,Investigating e-business models' value retention for start-ups: The moderating role of venture capital investment intensity,no,,not reported,high,information not found in text
190655181,Growth of a platform business model as an entrepreneurial ecosystem and its effects on regional development,yes,Proprietary;Permissive Open Source,Mixed approach with varying levels of openness: Apple uses more Proprietary/Closed Innovation approach; Android uses more Permissive Open Source approach with open codes and platform customizability,high,"Page 5: 'The Apple App Store disallows platform customizability, and applications that overlap with existing functions are rejected. At the other end of the spectrum, the Android store-based platform functions (e.g. keyboard, authentication) can be replaced by market applications.' | Page 11: 'Apple acknowledges the passive iOS modification of developers, but only for essential aspects, while Google opens the Android OS source to app developers and considerably acknowledges the free right to modify it.'"
190655186,Developing enterprise social software in China: insights from Mingdao,yes,Proprietary;Open Core,"Proprietary (for core platform), with Open Core approach (provides API for third-party developers to build applications)",high,"Page 4: 'Mingdao provides API entrance, which is open in public to realize open development. Accessible to other third party software' | Page 10: 'Mingdao adopted 'an open policy' for its platform and hoped that many third-party developers would share profit and customers with the company. These third-party developers would build more and more software and applications based on Mingdao platform'"
190655190,Open source - Is it an alternative to intellectual property?,yes,Proprietary;Permissive Open Source;Copyleft;Dual License,"Multiple regimes: (1) Copyleft/Reciprocal licenses (GPL and variants - requires derivative works under same license), (2) Permissive Open Source/Academic licenses (Apache, BSD, Mozilla - allow proprietary derivatives), (3) Dual License (combination of open source and proprietary/commercial licenses)",high,"Page 10: 'Companies that rely on ""reciprocal licenses"", based on copyleft will have their revenues coming from professional services. A ""copyleft license"" limits the commercial utilization of software. It requires the derivative works to also be distributed under the same license terms' | Page 10: '""Academic licenses"", on the other hand, enable companies to generate revenue from both licensing and professional services. These licenses allow companies to use the code in proprietary software, with or without modifications and contain no obligation to redistribute the derivative work under same license terms' | Page 10: 'The ""Dual Business model"" allows companies to give customers the choice of two licensing models: open source or proprietary/commercial' | Endnote 14-15, Page 16: 'Most open source licenses have this feature. See http://opensource.org/licenses/GPL-2.0...the Apache License...the BSD License...the Mozilla Public License'"
190655198,Difficult Business Models of Digital Business Platforms for Health Data: A Framework for Evaluation of the Ecosystem Viability,no,,not reported,high,information not found in text
190655206,"Onboarding customer companies to electronic invoicing platform – developing a marketing and a partnering strategy for Tieto, an e-invoicing service provider",no,,not reported,high,information not found in text
190655218,How Service Offerings and Operational Maturity Influence the Viability of Health Information Exchanges,no,,not reported,high,information not found in text
190655219,Mobile ticketing services in the Northern Europe: Critical business model issues,no,,not reported,high,information not found in text
190655247,The effect of free sampling strategies on freemium conversion rates,yes,Proprietary,Proprietary,medium,Page 3: 'a product where the free version has very few features compared to the full (commercial) product' | Page 1: 'a fee is charged for a premium version'
190655350,Give Away Your Digital Services: Leveraging Big Data to Capture Value,no,,not reported,high,information not found in text
190655362,Making Digital Freemium Business Models a Success: Predicting Customers' Lifetime Value via Initial Purchase Information,no,,not reported,high,information not found in text
190655382,Understanding the influence of absorptive capacity and ambidexterity on the process of business model change – the case of on-premise and cloud-computing software,no,,not reported,high,information not found in text
190655386,Transition to the Cloud: A Vendor Perspective,no,,not reported,high,information not found in text
190655389,Business models and opportunity creation: How IT entrepreneurs create and develop business models under uncertainty,yes,Proprietary,Proprietary (with licensed content from game publishers),high,"Page 10-11: 'The idea was that G-cluster would license game content from content providers (mainly game publishers and other firms developing video or mobile games). Thereafter, G-cluster would port the licensed source code of the game into binary code' | Page 13: 'Finally, after negotiations with several game publishers, including demonstrations of the benefits of the platform, G-cluster was able to license the source code and port it to their platform'"
190655397,"Revenue models, in-app purchase, and the app performance: Evidence from Apple's App Store and Google Play",no,,not reported,high,information not found in text
190655417,Commercialization of Composite Software Resulting from Collaborative Research,yes,Proprietary,Proprietary - each partner maintains ownership of their individual software components while agreeing to maintain interfaces and provide services,medium,"Page 4: 'None of the involved companies was able to buy or license the software of the others, thus prevailing solutions based on sub-contracting, joint ventures and common spin-offs were not acceptable for the involved companies' | Page 9: 'Each partner committed to maintain the agreed upon APIs developed during the project as well as to provide support for and to keep his SaaS component available and running on his own cost'"
190655425,Adjusting software revenue and pricing strategies in the era of cloud computing,yes,Proprietary,"Proprietary - copyright belongs to the producer, software is licensed to customers with restrictions",high,"Page 1: 'In most cases, the copyright for the software belongs to the producer. Thus, the software is licensed to the customer, and the license may limit usage of the software in such a way that the licensee cannot resell, modify, or re-rent the software without the permission of the provider'"
190655440,Designing business models for cloud platforms,yes,Proprietary,Mixed regime: Proprietary platform with considerations for complementor intellectual property rights (IPR). The article discusses IPR regulations and copyrights as design options without specifying a single definitive regime.,medium,"Page 20: 'DP5 platform governance: relationships with complementors rely on well-defined rules, IPR regulations, and collaboration models' | Page 6: 'Stronger IPRs or stronger downstream capabilities by an ISV are associated with a greater likelihood of joining' | Page 23: 'The final decision on the strategy regarding IPRs and copyrights is still outstanding'"
190655451,Business Models for Cloud Computing: Experiences from Developing Modeling & Simulation as a Service Applications in Industry,no,,not reported,high,information not found in text
190655528,A Study on a Decentralized SaaS Business Model,yes,Proprietary,Proprietary,medium,"Page 2, Section III: 'local servers will get some supports from their HQ and pay license fee according to the number of users or usages' | Page 2, Section III: 'HQ may have some brand products and responsible for their global advertisement, R&D, and training'"
190655555,Selection of the Proper Revenue and Pricing Model for SaaS,yes,Proprietary,Proprietary,medium,"Page 1, Section I: 'The traditional way to sell the software license is to sell a perpetual software license for a single user or machine' | Page 3, Section IV: 'or else a customer can buy a traditional license, which is like a concern license'"
190655589,Service-Centric Business Model in Cloud Environment,no,,not reported,high,information not found in text
190655614,Designing Viable Multi-sided Data Platforms: The Case of Context-Aware Mobile Travel Applications,yes,Proprietary,Proprietary,medium,"Página 6: 'it should be decided whether the platform is open or closed to third party app developers' | Página 6: 'In the closed model the platform is used internally as a service platform and in the open model the platform is offered 'as-a-service' to 3rd parties' | Página 6: 'One may also consider a situation in which there is no platform provider at all, but where (some of) the developed 3cixty software is made available as open source'"
190655631,Economic and business perspectives on smartphones as multi-sided platforms,yes,Proprietary,Mixed - Proprietary and Open Source,high,"Page 4: 'The first model is one in which the mobile operating system is closed-source, and its owner is a corporation that functions also as the handset maker. This is the approach adopted by RIM for BlackBerry OS, Palm, and Apple for iOS.' | Page 4: 'The fourth model — adopted by Google for Android — is one in which the mobile operating system is open-source and is licensed to handset makers for free.'"
190655648,Crushing Candy: The Free-to-Play Game in Its Connective Commodity Form,yes,Proprietary,Proprietary,high,"Page 4: 'The money was invested in a broader portfolio of casual games, or as game developers call it ""intellectual properties"" or ""IP's,"" many of which were used as templates for later hits.' | Page 5: 'King uses ""a well-practiced, low-cost, low-risk process for game development where we have typically developed a new game IP with a team of three people in 20 weeks"" (King Digital Entertainment, 2014a, p. 51).'"
190655698,Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play,no,,not reported,high,information not found in text
190655702,"Network Externalities, Incumbent's Competitive Advantage and the Degree of Openness of Software Start-Ups",yes,Dual License,Dual License,high,"Page 7: 'Firm I sells all goods composing the package in ""proprietary"" format, while firm E may decide to offer some goods of the package in an ""open source"" format'"
190655721,A Pricing Framework for Software-as-a-Service,yes,Proprietary,Proprietary,medium,"Page 2: 'Traditionally, software license refers to an agreement granting a licensee the rights to utilize packaged software or components of that software'"
190655747,Clarifying the Value Elements of Business Models for Disturbance Management in Supply Chains,no,,not reported,high,information not found in text
190655750,The Impact of Open Source Software Commercialization on Firm Value,yes,Dual License,Dual License,medium,Page 7: 'appropriate choices of intellectual property endowments can help firms capture the value created through open innovation models' | Page 2: 'the intellectual property right (IPR) protection mechanisms firms use to ensure their returns from open business models'
190655785,The relationship between Open Innovation and Strategy: data-driven analysis of the Mobile Value Services Industry,yes,Open Source,Open Source,high,"Page 7: '""open source"" resources from Google are made available to competitors' | Page 5: 'open platforms and software development kits'"
190655819,Open-Source Software Entrepreneurial Business Modelling,yes,Open Source,Open Source,high,"Page 1: 'This poster aims to facilitate business planning of bootstrapping entrepreneurs who are developing a high-tech business by open-source approach.' | Page 1: 'Built on top of established business modelling frameworks, the Open-Source Software Entrepreneurial Business Modelling (OSS_EBM)'"
190655845,Towards a better Understanding of the Dynamics of Platform as a Service Business Models,yes,Open Source,Open Source,high,"Page 3, Section 4.2: 'Another revenue stream which seems to be present within the PaaS ecosystem is open source software. Even though this revenue stream is mainly non-monetary, there are some open source platforms available on the market' and Page 6, Section 6: 'Large parts of the platform are available under open source licenses, hence 4CaaSt pursue an open governance model'"
