article_id,article_title,response_found,values_inside_scope,extracted_value,confidence_level,source_citation
190653772,Current practices and emerging trends of transit apps for fixed-route bus services in the US,yes,Subscription;Transaction,"Transaction, Subscription",high,"Page 4: 'The ongoing costs could be an annual lump sum (ranging from $100,000 to $500,000) or a charge per transaction (if it had fare payment functions)'"
190653856,Stuck Inside a Cloud: Do SaaS business models require a rethink of the traditional approach to public market valuation?,yes,Subscription,Subscription,high,"Page 8: 'Subscriptions provide vendors with reliable, steady streams of income over predefined periods' | Page 8: 'subscription business models' | Page 8: 'recurring revenue structures'"
190653872,Managing Software-as-a-Service: Pricing and operations,yes,Subscription;Usage/consumption;Transaction;Advertising,"Subscription, Usage/consumption, Transaction, Advertising",high,"Page 3, lines 218-220: 'Apple Music charged a $9.99/month subscription fee for an individual user' | Page 3, lines 309-310: 'subscription pricing (a.k.a., flat-fee), two-part tariff (2PT), and three-part tariff (3PT) are ubiquitous choices' | Page 4, lines 360-363: 'Li et al. (2020) incorporate an additional ad-supported option for digital music and find that subscription pricing (e.g., Apple Music) is preferred to a fee per song (e.g., iTunes) when usage cost and advertisement revenue are low' | Page 7, lines 674-676: 'The data set in Poyar (2020) indicates that 38% of SaaS companies adopt pricing plans based on usage (transactions, storage, computing, servers)'"
190653882,"Converting free users to paid subscribers in the SaaS context: The impact of marketing touchpoints, message content, and usage",yes,Subscription,Subscription,high,"Page 1: 'Under the SaaS model, customers pay a monthly or annual subscription fee that is usually less expensive than the price of a perpetual license' | Page 5: 'To continue using the firm's software, the customer must subscribe'"
190653942,Optimal distinctiveness across revenue models: Performance effects of differentiation of paid and free products in a mobile app market,yes,Subscription;Usage/consumption;Transaction;Open core,"Subscription, Usage/consumption, Transaction, Open core",high,"Page 11: 'A free product with a premium option (i.e., freemium) allows customers to access basic features of a product or service for free and then charges for upgrades to this basic version' | Page 12: 'menu of upgrades available for in-app purchase'"
190653950,On top of the game? The double-edged sword of incorporating social features into freemium products,yes,Usage/consumption,Usage/consumption,high,"Page 1: 'Free-to-play games generate revenues exclusively from in-app purchases (e.g., cosmetic enhancements, additional content, etc.)'"
190653984,Toward Building Specialized Information Systems as Software Platforms,no,,not reported,high,information not found in text
190653993,Development of service-dominant business model for CAE software industry in Greater China: a case study,yes,Perpetual license;Subscription;Usage/consumption;Support,"Perpetual license, Subscription, Usage/consumption, Support",high,"Page 5: 'diversify this service with various license types such as perpetual license, leased license, prepaid tokens, or a pay-for-use contract' | Page 5: 'This system is a service-oriented product and involves consulting services'"
190654058,MintM: the start-up transforming businesses real-time,yes,Subscription;Usage/consumption,"Usage/consumption, Subscription",high,Page 8: 'brands were charged on the number of views i.e. consumer consumption of the advert being played' | Page 8: 'pay-per-viewer' | Page 22: 'MintM changed into a per tab or per deployment license model'
190654085,Business model innovation in mobile apps market: Exploring the new subscription plans with a behavioral reasoning perspective,yes,Subscription,Subscription,high,"Page 1: 'subscription-based business model (Wang et al., 2005) where consumers periodically pay a fee to access a product/service' | Page 12: 'subscribe a fixed-price plan to get access to a smoother user experience'"
190654186,Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution,yes,Support;Others,"Support, Others",high,Page 1: 'firms are driven by revenues stemming from a market for professional services' | Page 1: 'typically generate the bulk of their revenues by providing complementary services around their products' | Page 1: 'the provision of services for its enterprise Java application server product'
190654465,The Business Case for a Journey Planning and Ticketing App—Comparison between a Simulation Analysis and Real-World Data,yes,Subscription;Transaction;Advertising,"Transaction, Advertising, Subscription",high,Page 6: 'Revenue for app operators and transport operators from its provision' | Page 6: 'Ticket Purchases (how many tickets are sold through the app per month)' | Page 8: 'advertising' | Page 8: 'ad-free version' | Page 9: 'Commission rate'
190654531,Hypothesis-driven Adaptation of Business Models based on Product Line Engineering,yes,Subscription;Advertising,"Subscription, Advertising",high,"Page 1: 'As a result, they add License Subscription (LS) as an additional revenue stream' | Page 2: 'from which money can be generated through different revenue streams (e.g. In-App Advertisements, License Purchase, License Subscription)'"
190654542,E-business evolution: an analysis of mobile applications' business models,yes,Subscription;Advertising,"Advertising (Ads), In-app purchases, Pay per download (one-time payment), Freemium, Subscription, Teaser/Promotion, Free as a service, Agreements with third parties",high,"Page 3-4: 'the following have been identified: (i) advertising model, (ii) freemium model, some parts of the product or service are given for free while additional services or the rest of the product or services are paid for; (iii) promotion model (or 'teaser'), something is given at a low cost or for free in order to promote other different products or services; (iv) subscription, service given for free, but to take full advantage of their contents a subscription is required' | Page 7: 'three new mechanisms emerged: (i) in-app purchase, the application is free but it contains extensions, or additional content, which can be purchased directly within the application itself. This differs from the freemium model because the latter offers two versions of the same service; (ii) free as a service, these are free apps that constitute an additional access for users of a service (e.g. mobile apps of telco services); and (iii) agreements with third parties, these are apps that require the contributions of other business players to exist.'"
190654598,A Study on Cloud-Based Software Marketing Strategies Using Cloud Marketplace,yes,Perpetual license;Subscription;Usage/consumption,"Subscription, Usage/consumption, Perpetual license (BYOL)",high,"Page 1: 'Various payment methods such as usage-based system based on cloud service characteristics can be employed.' | Page 8: 'the company introduced ""Hancom Space"" and its subscription-type licensing policy' | Page 8: 'It is charged in the form of monthly or annual subscriptions'"
190654601,Software as a service: Lessons from the video game industry,yes,Subscription;Transaction;Advertising;Others,"Transaction (microtransactions), Subscription, Advertising, Others (season passes, loot boxes, DLCs)",high,Page 2: 'Games developers have implemented several different monetization methods' including 'Microtransactions —These are micropayments made online to purchase virtual goods in a game' | 'Freemium and advergaming' | 'Subscription services —A subscription to a game platform' | 'Season pass —This gives the purchaser access to all new DLCs for a predetermined period' | 'Loot boxes —These contain items that players might use to customize their game'
190654605,The SaaS Payoff: Measuring the Business Value of Provisioning Software-as-a-Service Technologies,yes,Subscription;Usage/consumption;Support,"Subscription, Usage/consumption, Support",medium,"Page 1: 'cloud and subscription-based pricing model' | Page 13: 'flexibility inherent to the SaaS-enabled economic models, whereby customers can now trial or purchase SaaS solutions via credit card, purchasing order, or finance methods'"
190654664,Searching for synergy from a combination of heterogeneous business models: measurement and assessment from the Polish software industry,yes,Transaction;Support;Marketplace fees;Perpetual license,"INT: Direct sales/commission from integration projects, services; VAR: Direct sales, revenue sharing, license resale, services revenue, resale of foreign licenses",high,"Page 5, Table 2: 'Revenue logic: Effort-, cost-, or value-based pricing' for INT and 'Revenue sharing, license resale' for VAR | Table 3: 'Revenue Source: Direct/Commission' for INT and 'Direct' for VAR | Page 11, Fig. 3: 'h2 Increasing / maintaining revenues from new projects', 'h3 Increase / maintain sales from services and resale', 'h4 Increase / maintain revenue from the sale of foreign licenses' for VAR"
190654709,Business Models for Emerging Technologies: The Case of Affective Computing,yes,Subscription;Usage/consumption;Support,"Subscription, Usage/consumption, Support",high,"Page 4: 'the leading revenue stream types are Software-as-a-Service, technology licensing and product sales' | Page 4: 'Emotion-as-a-Service API business model, which refers to payment for a number of images/videos processed'"
190654717,Economics of open source library software: evidences from Indian libraries,yes,Support;Others,"Support, Others",high,"Page 13: 'Earnings from service are the main source of revenue for these types of companies such as Red Hat, who earns its revenue by facilitating technical supports and services' | Page 13: 'They provide installation services, conversion services, configuration and customisation, training and technical support. They earn their revenue from service only'"
190654720,Making a Business Out of (Predictive Application Management in) the Fog,yes,Subscription;Advertising,"Subscription (yearly license fees for License-based model), Subscription (for Freemium paying customers), Advertising (customised advertisements from Infrastructure Providers in Freemium model)",high,"Page 6, Section III-A: 'Asset Manufacturers should pay yearly license fees (Revenue Streams) to access the predictive application management service and to include it in their ecosystems' | Page 6, Section III-B: 'We, therefore, split Application Operators into two segments, i.e. free and subscribing customers. Paying customers will have access to the complete version' | Page 6, Section III-B: 'From Infrastructure Providers being key partners, it is possible to envision that they will be willing to pay and exploit the predictive management services portal, to also get customised advertisements. This further increases the Revenue Streams'"
190654834,Synergies between App-Based Car-Related Shared Mobility Services for the Development of More Profitable Business Models,yes,Subscription;Usage/consumption;Transaction;Advertising;Support,"Usage/consumption (pay-per-use), Subscription, Transaction (commission per trip), Advertising, Support (service fees), Government subsidies",high,"Page 7: 'Emerging mobility services generally charge their customers per use; however, many B2C carsharing services, such as Zipcar and Respiro, use a combination of a subscription fee and a usage fee' | Page 7: 'In P2P services, the platform charges a commission per trip, which in the case of Uber is 20%' | Page 8: 'The continuous revenues identified by Cohen & Kietzmann (2014) and Remane et al. (2016) were membership and service fees from users, government subsidies and grants, and sponsorship and advertising'"
190654956,Open source ERP business model framework,yes,Subscription;Support;Dual licensing;Others,"Support (services, implementation, maintenance), Subscription, Dual licensing, Others (training, complementary products, compatibility validation)",high,"Page 3: 'Usually service, training, and maintenance packages are also available to provide OSS vendors with revenue streams' | Page 4: 'Give away the recipe, open a restaurant: Distribute the software without charge, offering associated services for a fee. Examples include JBoss's distribution of their open source products without charge, relying upon support contracts for revenue, and the subscription model used by RedHat and Linux who offer annual service agreements bundled with open source software, customer support, or software updates' | Page 5: 'most common business model of OSS is based on a simple idea –free for use, modification, resale and fee for services including implementation' | Page 6: 'They do not sell software but sell services –security and support'"
190655012,Analysis of Freemium Business Model Considering Network Externalities and Consumer Uncertainty,yes,Usage/consumption;Transaction;Others,"Usage/consumption (premium version sales), Transaction (commissions on transactions), Others (virtual credits, decorations, props)",high,"Page 1-2: 'customers are free to open a shop but need to charge if they want to 'decorate' the online shop such as buying the Taobao WangPu function' | Page 2: 'Customers can use a basic version of the online service for free, but they need to pay for the entire service' | Page 3: 'three digital freemium companies which sell virtual credits' | Page 6: 'the customers of the premium version who buy the props'"
190655172,Investigating e-business models' value retention for start-ups: The moderating role of venture capital investment intensity,no,,not reported,high,information not found in text
190655181,Growth of a platform business model as an entrepreneurial ecosystem and its effects on regional development,yes,Subscription;Usage/consumption;Transaction,"Transaction fees (commission on app sales and hotel bookings), Subscription (for app downloads), Usage/consumption (transaction-based revenue)",high,"Page 8: ''revenue collectivity' means 'the platform's abilities, or possibilities, of actually receiving transaction fee from customers and suppliers'' | Page 11: 'Apple receives all the rewards for apps and subsequently delivers them to developers with the commission deducted' | Page 12: 'Hotels.com receives the hotel lodging charge payment and then transfers it to the hotels with the commission deducted'"
190655186,Developing enterprise social software in China: insights from Mingdao,yes,Subscription,"Subscription (primary revenue source from paid accounts), with dual revenue model: (1) Direct subscription fees from enterprise users (2) Potential fees from third-party developers using the platform",high,"Page 9: 'For SMEs [customers] and the subscription fee is low (no more than RMB 10,000 * US$1,570/year)' | Page 11: 'In 2014, about 5% of Mingdao's free accounts were upgraded to advanced accounts, each of which costed RMB3,600 (US$515 per year)' | Page 10: 'in addition to charging users the fees [for using our platform], we may also charge third-party developers'"
190655190,Open source - Is it an alternative to intellectual property?,yes,Perpetual license;Subscription;Support;Dual licensing;Others,"Support (maintenance, professional services for reciprocal model), Subscription (consulting, training for reciprocal model), Perpetual license (license fees for academic and dual models), Dual licensing (proprietary license fees in dual model), Others (customization services, commercial visibility, technological learning)",high,"Page 10: 'Companies that rely on ""reciprocal licenses"", based on copyleft will have their revenues coming from professional services. A reciprocal license model will be largely service oriented, where the revenue mainly comes from professional services like maintenance, support customization, consulting and training' | Page 10: '""Academic licenses"", on the other hand, enable companies to generate revenue from both licensing and professional services' | Page 10: 'Companies adopting the ""dual business model"", are not dissimilar to proprietary software companies and base their revenue mainly on license fees, even though a large part of the code was developed through the open source methodology' | Page 10-11: 'the returns for a company may be in the terms of commercial visibility and technological learning'"
190655198,Difficult Business Models of Digital Business Platforms for Health Data: A Framework for Evaluation of the Ecosystem Viability,yes,Subscription,Subscription,high,Page 5: 'The chosen option was a subscription model based on a fixed monthly fee. Each participating organization would pay their share of the total cost' | Page 5: 'it was agreed that the healthcare district would pay the monthly cost to the platform provider and reimburse the cost from the municipalities in the service fees'
190655206,"Onboarding customer companies to electronic invoicing platform – developing a marketing and a partnering strategy for Tieto, an e-invoicing service provider",yes,Transaction;Support,"Transaction, Support",high,"Page 7: 'The service provider charges its customer companies (both suppliers and buyers) a transaction fee for each e-invoice. In addition, the service provider might charge a setup fee from the customer.'"
190655218,How Service Offerings and Operational Maturity Influence the Viability of Health Information Exchanges,yes,Subscription;Transaction;Support,"Transaction, Subscription, Support",high,"Page 6: 'an HIE can monetize its services through two primary revenue models: (1) a transaction-based model, which involves charging a fee for a unit of data or information exchanged (e.g., a fee per laboratory report), and (2) a subscription-based model that levies a recurring fee for a specified volume of transactions per period.' | Page 10: 'In addition, it provides a set of premium services (e.g., transcription, billing, quality advising) using a differential pricing scheme.' | Page 14: 'transaction fee charged to data users, (b) transaction fee charged to data providers, (c) subscription fees or membership dues to data users, (d) subscription fees or membership dues to data providers'"
190655219,Mobile ticketing services in the Northern Europe: Critical business model issues,yes,Subscription;Transaction,"Transaction (ticket sales), Subscription (monthly invoices)",high,"Page 3: 'Local mobile network operators include payments for SMS tickets in their customers' mobile phone subscription bills' | Page 4: 'Possible billing options were monthly invoices or credit/debit card payments' | Page 4: 'Available payment options are card payments, invoices (mainly in Sweden), mobile network operator billing (Norway, Denmark, and Estonia), mobile payment services (Sweden, Norway, and Denmark), and online payment solution ""Bank Link"" offered by local banks (Estonia and Lithuania)'"
190655247,The effect of free sampling strategies on freemium conversion rates,yes,Subscription;Advertising,"Subscription, Advertising",high,"Page 2: 'whereas the marginal cost of free users in social networks or online games is almost zero, it is often very costly to maintain them in other contexts such as in the case of music services, where royalties have to be paid or in cloud storage services where storage has to be held. Under such circumstances, payments from premium users often in combination with advertising revenues through free users are not necessarily sufficient to subsidize the free version' | Page 1: 'a fee is charged for a premium version'"
190655350,Give Away Your Digital Services: Leveraging Big Data to Capture Value,yes,Subscription;Usage/consumption;Transaction;Advertising,"Advertising (traditional and enhanced), Subscription (premium offerings), Usage/consumption (in-app sales), Transaction (data trading/selling user data to third parties)",high,"Page 2: 'Historically, advertising—a typical two-sided market mechanism—is the primary method that companies relying on a free-to-consumers business model have used to appropriate value' | Page 5: 'Only four (28.6 percent) of the case apps use advertising to generate revenue in the traditional way (that is, through banners). Even these typically rely on some revenue from users, in the form of premium offerings, in-app sales, or cross-selling of physical products' | Page 7: 'Finally, companies can generate revenue from user data in a much more direct way—by selling user data to a third party' | Page 7: 'for a fee of $20,000 per year, the department can see where bikers speed up or slow down'"
190655362,Making Digital Freemium Business Models a Success: Predicting Customers' Lifetime Value via Initial Purchase Information,yes,Usage/consumption,Usage/consumption,high,"Page 1: 'In our study, we observe three digital freemium companies that sell virtual credits' | Page 2: 'For our empirical study, we use customer and purchase data from three European digital businesses that sell a virtual currency in a non-contractual freemium model' | Page 3, Table 1: '97% of all apps allow in-app purchases (IAP)'"
190655382,Understanding the influence of absorptive capacity and ambidexterity on the process of business model change – the case of on-premise and cloud-computing software,yes,Subscription;Usage/consumption,"Subscription, Usage/consumption",high,"Page 3: 'Because services are provided on a pay-per-use basis, SaaS allows for the shifting of capital expenditures to operational expenditures' | Page 20: 'Regarding revenues, the single most important change for ERP vendors offering SaaS is the dominant pay-per-use pricing method, which increases revenue streams' volatility. With on-premise business, customers usually pay a one-time license fee and an annual fee for longer-term maintenance contracts. As all case companies offer SaaS on a pay-per-use basis, cash flows in continuously but less predictably.'"
190655386,Transition to the Cloud: A Vendor Perspective,yes,Subscription,Subscription,high,"Page 2: 'the business model of cloud computing implies a different revenue stream: instead of relying on upfront license fee, IT vendors are now collecting periodic subscription fee' | Page 6: 'the pay-as-you-go or subscription-based pricing model associated with cloud and SaaS' | Page 6: 'the upfront perpetual licenses fees would be replaced by long-term flowing of subscription fee'"
190655389,Business models and opportunity creation: How IT entrepreneurs create and develop business models under uncertainty,yes,Usage/consumption,Usage/consumption,high,"Page 11: 'The model was to be based on revenue sharing between the partners' | Page 12: 'In this revenue model, the income was shared among the portals, IPTV operators, G-cluster and game licensors' | Page 13: 'Virtual game delivery made possible a variety of revenue models, such as renting the game for a certain time period'"
190655397,"Revenue models, in-app purchase, and the app performance: Evidence from Apple's App Store and Google Play",yes,Perpetual license;Advertising,"Perpetual license, Advertising, In-app purchase, Data selling",high,"Page 3: 'First, some developers adopt a free app strategy, releasing the app for free, and mostly aim at monetizing by means of advertising and, to less extent, through non-personally identifiable data selling' | Page 3: 'Second, other developers market only paid apps and mostly aim at monetizing by means of app sales' | Page 7: 'top grossing app rankings are based on the total daily (not cumulated) revenue of an app including revenue from sales, in-app purchase and advertising'"
190655417,Commercialization of Composite Software Resulting from Collaborative Research,yes,Subscription;Usage/consumption;Transaction;Support,"Subscription, Usage/consumption, Support, Transaction",high,"Page 7: 'Financial flow governance defines how the VN or SECO generates revenues and how revenues are consequently split among partners. According to [17], multiple payment and revenue-sharing models can be distinguished, such as service based revenues, up-front license fees, subscription, advertising based revenues, transaction based revenue sharing, and giving it to customers for free' | Page 9: 'The consortium then discussed possible financial governance forms and decided that the coordinators would collect the payment from the customer and distribute it among involved providers according to their contribution to the delivered service'"
190655425,Adjusting software revenue and pricing strategies in the era of cloud computing,yes,Perpetual license;Subscription;Usage/consumption;Support,"Subscription, Usage/consumption, Perpetual license, Support",high,"Page 7: 'we are now increasingly moving towards a model in which we charge a monthly rental fee' | Page 7: 'we only had a traditional licensing model – an initial license fee plus an annual maintenance fee' | Page 3: 'assessment base pricing... usage-dependent pricing, user-based pricing' | Page 7: 'time-based price discrimination' | Table 2 shows: 'concurrent user-based pricing', 'named user-based pricing'"
190655440,Designing business models for cloud platforms,yes,Subscription;Usage/consumption;Marketplace fees,"Subscription (for platform access), Marketplace fees (revenue share from complementary applications), Usage/consumption (implied from on-demand model)",medium,"Page 23: 'lower prices for developers (subsidize development partners) as well as its revenue share (now 15%, instead of 30% before)' | Page 4: 'Eurich et al. (2011), as well as Martens et al. (2012), studied PaaS revenue models'"
190655451,Business Models for Cloud Computing: Experiences from Developing Modeling & Simulation as a Service Applications in Industry,yes,Subscription;Usage/consumption;Transaction;Support,"Usage/consumption (pay-per-use model), Subscription (annual license), Transaction (AppCenter takes percentage before paying application owner), Support (customer support services)",medium,"Page 7: 'The AppCenter provider charges the end-users and takes a certain percentage before paying the application owner' | Page 8: 'end-users are charged at the point of use by the simulation software providers (or via license, for example)' | Page 8: 'to be charged on an appropriate basis (pay-per-use, annual license, etc.)' | Page 8: 'Users register at a one-stop-shop and use the software. Depending on the company, users either need to pay up front or are invoiced later for use'"
190655528,A Study on a Decentralized SaaS Business Model,yes,Subscription;Usage/consumption,"Subscription, Usage/consumption",high,"Page 2, Section III: 'local servers will get some supports from their HQ and pay license fee according to the number of users or usages' | Page 2, Section III: 'local servers are competing with each other to maximize their own profit'"
190655555,Selection of the Proper Revenue and Pricing Model for SaaS,yes,Perpetual license;Subscription;Usage/consumption,"Subscription, Perpetual license, Usage/consumption",high,"Page 3, Section IV: 'The revenue model is based on software renting, with a variety of payment options for consumers. These options include (i) a subscription based on named user-based pricing for a particular game for 24 hours, (ii) a monthly subscription for all the games available in the service' | Page 1, Section I: 'The traditional way to sell the software license is to sell a perpetual software license'"
190655589,Service-Centric Business Model in Cloud Environment,yes,Subscription;Usage/consumption,"Usage/consumption, Subscription",medium,"Page 2, Section II: 'these technological advantages of cloud have already driven BM innovations which mainly in five significant aspects. These innovations can vastly facilitate an organization to easily generate additional revenue streams by enhancing, extending and inventing new customer value propositions and industry value chains.' | Page 3, Section II: 'Utility computing → Variable pricing model: Enterprises and customers can be charged based on consumption - buyers ""pay-per-use"" or ""Pay-As-You-Go"".'"
190655614,Designing Viable Multi-sided Data Platforms: The Case of Context-Aware Mobile Travel Applications,yes,Subscription;Transaction;Advertising;Support,"Subscription, Advertising, Transaction, Support",high,"Página 6: 'different revenue models, i.e. bundling, pay-per-use, affiliation, advertisement, subsidy and sponsoring, open source etc.' | Página 7: 'Affiliation models where commission fees from companies that appear in the traveling app and that realize transactions, e.g. bookings, via the app. Advertising models, in which contextual advertising based on user profiles' | Página 7: 'Or data driven model: local government, tourist board or tourist trade organisation may be interested in aggregated data from user preferences and behaviour'"
190655631,Economic and business perspectives on smartphones as multi-sided platforms,yes,Transaction;Advertising;Support;Marketplace fees,"Advertising, Support, Transaction, Marketplace fees",high,"Page 9: 'Attracting advertisers has been important for mobile platform owners or sponsors for two reasons. First, ads placed on the platform have been a significant source of revenues and profits, considerably more so for Google than for Apple.' | Page 3: 'The company would generate revenues by selling support services for the system.' | Page 8: 'All app stores have had the same objective — supplying apps that make the relevant mobile operating system more desirable to consumers'"
190655648,Crushing Candy: The Free-to-Play Game in Its Connective Commodity Form,yes,Usage/consumption;Transaction;Advertising,"Usage/consumption, Transaction, Advertising",high,"Page 1: 'King derived its 2013 profits primarily via optional virtual consumption.' | Page 7: 'The free-to-play commodity form comprises three commodity types: the product commodity, the ""prosumer commodity,"" and the player commodity.' | Page 8: 'The third monetization strategy uses advertising and concerns an industry practice that in the realm of free-to-play games is known as ""paid player acquisition"" or ""user acquisition.""'"
190655698,Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play,yes,Subscription;Transaction;Advertising,"Subscription, Transaction, Advertising",high,"Page 105: 'freemium apps are free to download but typically include offers to upgrade to the paid version, which is ad free or has richer features, to buy additional content or services within the app (i.e., in-app purchase)' | Page 448: 'revenue, which consists of both upfront app purchase revenue and in-app purchases (i.e., fees to obtain an advanced feature or to unlock a level in a game)'"
190655702,"Network Externalities, Incumbent's Competitive Advantage and the Degree of Openness of Software Start-Ups",no,,not reported,high,information not found in text
190655721,A Pricing Framework for Software-as-a-Service,yes,Subscription;Usage/consumption;Support,"Subscription, Usage/consumption, Support",high,"Page 2: 'Revenue sources for SaaS are different from those of on-premise software in that the 'perpetual' usage license fee is no longer applicable and clients are charged for only what they have utilized, usually on a periodic basis'"
190655747,Clarifying the Value Elements of Business Models for Disturbance Management in Supply Chains,yes,Subscription,Subscription,medium,"Page 3: 'Also other SaaS business characteristics (e.g. easy to deploy and deliver, online purchase and support, low price, high volume, common business processes, transferrable risk, and low budgetary expense) have an influence on the development of a business model'"
190655750,The Impact of Open Source Software Commercialization on Firm Value,yes,Subscription;Support;Open core,"Subscription, Support, Open core",medium,Page 10: 'commercial OSS releases ensure diffusion and create a marketplace for complementary proprietary products and services' | Page 3: 'appropriating returns from commercializing OSS products depends critically on firms' stocks of software patents and trademarks'
190655785,The relationship between Open Innovation and Strategy: data-driven analysis of the Mobile Value Services Industry,yes,Transaction;Marketplace fees,"Transaction, Marketplace fees, Revenue sharing",high,Page 4: 'revenues and margins from applications sold on the App Store' | Page 6: 'incentivizing revenue sharing agreements' | Page 4: 'increase margins'
190655819,Open-Source Software Entrepreneurial Business Modelling,yes,Others,Others,medium,"Page 3: 'Our ultimate goal is to offer technology-minded founders a useful tool for managing the wide selection of business model components, including revenue models'"
190655845,Towards a better Understanding of the Dynamics of Platform as a Service Business Models,yes,Subscription;Usage/consumption;Support;Open core,"Subscription, Usage/consumption, Support, Open core",high,"Page 3, Section 4.2: '(1) In case of subscription, the customer pays a regular subscription fee – commonly a monthly charge – and in return gains the right to use the product for the paid period. (2) Transaction-based pricing models are usage-dependent, for instance time or processing units, but nonetheless paid on a regular basis. (3) Third-party applications and services are charged by the platform provider or the service provider. However, in both cases the revenue is shared between these two parties. (4) A considerable amount of PaaS providers offer additional services at a charge. These services include among other things trainings, certifications, advertisements, advisor services, and onboarding packages. (5) Another revenue stream which seems to be present within the PaaS ecosystem is open source software'"
