article_id,article_title,response_found,values_inside_scope,extracted_value,confidence_level,source_citation
190653772,Current practices and emerging trends of transit apps for fixed-route bus services in the US,yes,Direct sales;Partners/channels,"Direct sales, Partners/channels",high,Page 4: 'transit agencies often partner with private-sector vendors for different tasks' | Page 4: 'collaborating with credible and leading-edge vendors is critical for transit agencies'
190653856,Stuck Inside a Cloud: Do SaaS business models require a rethink of the traditional approach to public market valuation?,yes,Direct sales,Direct sales,medium,Page 8: 'Rather than focusing solely on channels of acquisition there is now the requirement to retain customers' | Page 8: 'Customer Acquisition Cost (CAC)'
190653872,Managing Software-as-a-Service: Pricing and operations,yes,Product-led Growth;Direct sales;Partners/channels;Marketplaces;Digital marketing,"Product-led Growth, Direct sales, Partners/channels, Marketplaces, Digital marketing",high,"Page 2, lines 83-84: 'Internet marketing, fierce competition, and viability of specialized services' | Page 3, lines 245-248: 'potential SaaS customers want to evaluate the software prior to purchase, and proving the value via demos (e.g., Zendesk) and pricing can facilitate the purchase and migration' | Page 3, lines 249-253: 'many business customers start from a basic SaaS application before moving to sophisticated SaaS applications following the LAER (Land, Adopt, Expand, Renew) model' | Page 4, lines 261-264: 'We've been successful because we have successful customers, a rabid fan base. These guys tell their friends, these guys take us with them to their next gig'"
190653882,"Converting free users to paid subscribers in the SaaS context: The impact of marketing touchpoints, message content, and usage",yes,Product-led Growth;Digital marketing,"Digital marketing, Product-led Growth",high,"Page 1: 'SaaS companies widely use free trials to acquire new customers by providing free access to full-fledged service during a limited time window' | Page 2: 'display ads and emails, and organic and paid search clicks'"
190653942,Optimal distinctiveness across revenue models: Performance effects of differentiation of paid and free products in a mobile app market,yes,Marketplaces;Digital marketing,"Marketplaces, Digital marketing",medium,"Page 13: 'Many customers in the iOS App Store discover apps not by browsing an app store division, but by means of an organic search process' | Page 12: 'Apple's iOS App Store'"
190653950,On top of the game? The double-edged sword of incorporating social features into freemium products,yes,Product-led Growth;Referral,"Product-led Growth, Referral",high,"Page 5: 'freemium products enjoy stronger social referral through word-of-mouth than paid products' and 'Consumers are more inclined to recommend products that exhibit low risks to adoption, such as those products that are free to use'"
190653984,Toward Building Specialized Information Systems as Software Platforms,no,,not reported,high,information not found in text
190653993,Development of service-dominant business model for CAE software industry in Greater China: a case study,yes,Direct sales;Partners/channels,"Direct sales, Partners/channels",medium,Page 4: 'License-oriented sales mean salespeople do not consider computer hardware in any kind when they deal with potential buyers' | Page 4: 'salespeople promote a package solution including license and a reliable hardware system'
190654058,MintM: the start-up transforming businesses real-time,yes,Direct sales;Referral,"Direct sales, Referral",high,Page 8: 'The traction in elite client base and word of the mouth publicity led to additional investment sources' | Page 19: 'They had a dedicated sales team involved in direct marketing and sales promotion' | Page 19: 'Word of mouth publicity of the product and Ashutosh's past stint in FMCG domain also helped MintM'
190654085,Business model innovation in mobile apps market: Exploring the new subscription plans with a behavioral reasoning perspective,no,,not reported,high,information not found in text
190654186,Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution,no,,not reported,high,information not found in text
190654465,The Business Case for a Journey Planning and Ticketing App—Comparison between a Simulation Analysis and Real-World Data,yes,Direct sales;Digital marketing;Referral,"Direct sales, Digital marketing, Referral",high,Page 2: 'Advertising effectiveness was set to 1.5% of the population per month of advertising campaign' | Page 2: 'word of mouth' | Page 13: 'limited to social media networks and direct marketing to P&R customers' | Page 13: 'Social Media Reach of 2% of the total market'
190654531,Hypothesis-driven Adaptation of Business Models based on Product Line Engineering,yes,Partners/channels;Digital marketing,"Digital marketing, Partners/channels",high,"Page 6: 'we found out that a broader range of customer segments can be reached with Facebook advertisements, while dedicated customer segments can be found in specialized online communities' | Page 6: 'Example business model decisions which need to be tested are a Facebook group for customer acquisition'"
190654542,E-business evolution: an analysis of mobile applications' business models,yes,Product-led Growth;Marketplaces,"Marketplaces (Google Play Store ranking and visibility), Product-led Growth (users discovering and downloading directly from store)",medium,Page 5: 'data were collected from 25 pay per download apps (i.e. a payment is needed to download the app) and 25 free apps (i.e. payment is not needed) for each category of the Google Play Store (i.e. 50). The data collection was done between November 2017 and January 2018 and took into account the first 25 pay per download and 25 free apps ranked in the top 50 over the data collection period' | Page 7: 'companies recognise the benefit of the greater visibility paying fees to the developer'
190654598,A Study on Cloud-Based Software Marketing Strategies Using Cloud Marketplace,yes,Product-led Growth;Marketplaces;Digital marketing,"Marketplaces, Product-led Growth, Digital marketing",high,"Page 2: 'Distribution and technology support do not require separate written contracts or requests and are efficiently provided through console screens of existing CSPs.' | Page 9: 'The advantage is that the physical limitations of business selling software can be minimized, and the online implementation of sales channels can simplify customer secure methods.'"
190654601,Software as a service: Lessons from the video game industry,yes,Product-led Growth;Direct sales;Digital marketing,"Product-led Growth, Digital marketing, Direct sales",medium,"Page 2: 'The instant availability of digitally delivered games meant that players began to move away from traditional boxed products toward online versions' | Page 3-4: 'Distribution channels show the GaaS channels that deliver value to gamers. Digital stores, such as Origin, represent the main distribution channels, but physical stores still play a part as some gamers find them valuable.'"
190654605,The SaaS Payoff: Measuring the Business Value of Provisioning Software-as-a-Service Technologies,yes,Product-led Growth;Direct sales;Partners/channels;Marketplaces;Digital marketing,"Product-led Growth, Direct sales, Partners/channels, Marketplaces, Digital marketing",high,Page 10: 'provision SaaS services directly from their indigenous website and digital ecosystem portals but also configure new virtual value networks in order to access new customers' | Page 12: 'These newly formed partnering programs enable them to enhance their ability to target customers on a global scale'
190654664,Searching for synergy from a combination of heterogeneous business models: measurement and assessment from the Polish software industry,yes,Direct sales;Partners/channels,"INT: Direct sales, Partners/channels; VAR: Direct sales, Partners/channels, Sales agents, Telesales",high,"Page 4-5, Table 2: 'Distribution model: Direct contact with customers' for both INT and VAR | Page 5, Table 3: 'Channels: Sales Agents, Events' for INT and 'Sales Agents; Telesales' for VAR | Page 12, Fig. 4: 'c1 Focus on direct / relational sales (customer supervisor)' for INT | Page 11, Fig. 3: 'c1 Focus on direct sales' for VAR"
190654709,Business Models for Emerging Technologies: The Case of Affective Computing,yes,Direct sales;Partners/channels;Digital marketing,"Direct sales, Digital marketing, Partners/channels",high,"Page 3: 'the following channels are used for marketing and/or sales: websites. social networks, blogs, conferences, sales team, press, webinars, podcasts'"
190654717,Economics of open source library software: evidences from Indian libraries,yes,Product-led Growth;Partners/channels,"Product-led Growth, Partners/channels",medium,"Page 11: 'It can be downloaded and have a trial run in the library, besides evaluating all the features. If it deems fit, then it can be adopted in the library' | Page 13: 'There are many third-party service providers to facilitate the OSS to the library'"
190654720,Making a Business Out of (Predictive Application Management in) the Fog,yes,Direct sales;Digital marketing,"Direct sales (B2B sales division), Digital marketing (Web site and targeted marketing campaigns)",high,Page 6: 'The predictive management service provider should then contact them through a B2B sales division and through an appealing Web site and targeted marketing campaigns (Channels). Marketing is crucial to establish and maintain the relationship with the Asset Manufacturers'
190654834,Synergies between App-Based Car-Related Shared Mobility Services for the Development of More Profitable Business Models,yes,Product-led Growth;Partners/channels;Digital marketing;Referral,"Digital marketing, Product-led Growth, Referral, Partners/channels",high,"Page 7: 'communication and advertisement of these services also use email and social media marketing, online campaigns, content marketing and multichannel Business-to-Business marketing for the corporate segment' | Page 7: 'Another common and key channel for all these services is their website, since customers usually look up information here about the services and even sign up as users' | Page 7: 'some companies encourage their employees to commute by sharing trips with other employees'"
190654956,Open source ERP business model framework,yes,Product-led Growth;Partners/channels,"Product-led Growth, Partners/channels",high,"Page 3: 'SourceForge.net is the largest OSS on-line OSS community and it is the global technology community's hub for information exchange about OSS distribution and services' | Page 3: 'In 2015, there were 56 ERP products listed, with download links. Most have free download options' | Page 6: 'Compiere recorded more than 1.2 million downloads of its software and has more than 100 partners in 25 countries'"
190655012,Analysis of Freemium Business Model Considering Network Externalities and Consumer Uncertainty,yes,Product-led Growth;Digital marketing,"Product-led Growth, Digital marketing",medium,Page 2: 'the free basic version is made available to everyone who may become a buyer (potential customer)' | Page 3: 'the freemium strategy is positively associated with increased sales of the paid mobile apps'
190655172,Investigating e-business models' value retention for start-ups: The moderating role of venture capital investment intensity,yes,Marketplaces,Marketplaces (App Stores),medium,"Page 6: 'the retained value of an App was coded as 1 if the App had no value left in the market, and firm withdrew the App from major App Stores' | 'Chinese smartphone users usually download Apps from third-party App Stores, with a hundred or so such stores in the Chinese online market.'"
190655181,Growth of a platform business model as an entrepreneurial ecosystem and its effects on regional development,yes,Marketplaces;Digital marketing,"Marketplaces (app stores and booking platforms), Digital marketing (promotions and advertisements), Direct (platform access)",medium,"Page 14: 'Hotels.com is making more advertisements and reinforcing promotion, including one free night for those who reserve over 10 nights' | Page 4: 'Application distribution platforms or app stores, such as Google Play or Apple's App Store, allow developers and users to submit feedback'"
190655186,Developing enterprise social software in China: insights from Mingdao,yes,Product-led Growth;Direct sales;Digital marketing;Referral,"Product-led Growth (free trial and freemium model), Direct sales (Mingdao advisers in 13 cities), Referral (word-of-mouth marketing), Digital marketing (forums, events, online presence)",high,"Page 4: 'Mingdao has a free trial version for adopters to let them know clearly about the characteristics of the platform' | Page 10: 'Our sales teams, called Mingdao advisers, have been established in 13 cities with more than 100 professionally trained consultants' | Page 11: 'Thanks to the word-of-mouth marketing, almost half of the new customers were referred from current customers' | Page 11: 'There were a number of successful co-hosting events in the social enterprise area, such as Mingdao Forum'"
190655190,Open source - Is it an alternative to intellectual property?,yes,Product-led Growth;Digital marketing;Referral;Others,"Product-led Growth (community participation, users becoming developers), Referral (word-of-mouth, community reputation), Digital marketing (brand building through ethical/moral positioning), Others (community engagement, meritocracy-based advancement)",high,"Page 7: 'People often start as just ""users"" and soon some will become more involved by reporting bugs. Later on, some may become developers who fix bugs or make minor improvements' | Page 12: 'A successful contributor gains a good reputation among his peers, attention and cooperation from others and a higher status in the community' | Page 10-11: 'open source is often perceived as an ethical, moral and political statement. So, venturing into open source helps in building a company's brand and positioning it'"
190655198,Difficult Business Models of Digital Business Platforms for Health Data: A Framework for Evaluation of the Ecosystem Viability,yes,Direct sales,Direct sales (to healthcare regions/districts),medium,"Page 6: 'From the RHIS provider point of view, only 2 regions out of total 20 regions in Finland became customers' | Page 6: 'Within Satakunta and Varsinais-Suomi regions practically all potential users had become registered users. Network effects did not influence this to happen, because the organizations in the region had already made an administrative decision to use RHIS'"
190655206,"Onboarding customer companies to electronic invoicing platform – developing a marketing and a partnering strategy for Tieto, an e-invoicing service provider",yes,Direct sales;Partners/channels,"Direct sales, Partners/channels",medium,"Page 6: 'What kinds of strategies can be used to attract buyers and suppliers to the e-invoicing platform? Build a clear onboarding strategy and discuss the mechanisms of how to onboard business partners (buyers and suppliers).' | Page 6: 'Should Tieto use a push or pull strategy in marketing? Which side should Tieto focus on, suppliers or buyers? Can either side be used as a magnet to lure in the other side?'"
190655218,How Service Offerings and Operational Maturity Influence the Viability of Health Information Exchanges,yes,Direct sales;Partners/channels,"Direct sales, Partners/channels",medium,"Page 5: 'Many early HIEs expended substantial time and effort on technology evaluations at the expense of focusing on community buy-in, stakeholder relationships, data sharing agreements, and operational processes.' | Page 10: 'In addition, a collaboration plan with providers across Indiana provided IHIE enough stakeholder buy-in to pay for its services' | Page 11: 'CORHIO has evolved quickly from foundational service offerings to advanced services and from a fee-for-service model to a hybrid fee model, with a clear focus on attaining maturity that involves sustained efforts for stakeholder engagement and buy-in.'"
190655219,Mobile ticketing services in the Northern Europe: Critical business model issues,yes,Product-led Growth;Direct sales,"Product-led Growth (app downloads), Direct sales (through public transport companies)",medium,Page 1: 'With wider smartphone penetration mobile ticketing applications were introduced' | Page 3: 'SMS ticketing was commercially launched by local public transport companies in Sweden and Copenhagen around 2009'
190655247,The effect of free sampling strategies on freemium conversion rates,yes,Product-led Growth;Digital marketing;Referral,"Product-led Growth, Referral, Digital marketing",high,"Page 2: 'offering a free basic version is an effective way to attract new users and to build a brand' | Page 2: 'when paired with social sharing incentives like paying users for every new user that they bring, free users become an effective lever for rapidly growing a company's user base' | Page 2: 'In the context of mobile applications, even when such incentives are absent, a free app that makes it to the top of an app store's ranking list can improve the visibility of the product because it will be displayed on the main page, therefore creating a virtuous loop that leads to more free users'"
190655350,Give Away Your Digital Services: Leveraging Big Data to Capture Value,yes,Product-led Growth;Marketplaces,"Marketplaces (app stores like Google Play and Apple App Store), Product-led Growth (free apps driving adoption)",medium,"Page 5: 'We used Appcrawlr, a mobile app search engine, to identify free health and fitness apps offered through Google Play' | Page 5: 'all of the top-ranked apps in the search were offered on both the Apple App Store and Google Play' | Page 2: 'customers have come to expect digital services to be free—even those they might pay for in the physical world' (suggesting free offerings drive adoption)"
190655362,Making Digital Freemium Business Models a Success: Predicting Customers' Lifetime Value via Initial Purchase Information,yes,Product-led Growth;Digital marketing;Referral,"Product-led Growth, Digital marketing, Referral",medium,"Page 1: 'It allows companies to suppress entry barriers and thus to attract a much larger audience than paid services do' | Page 10: 'user demographics (e.g., sex, age, place of residence), and acquisition channel (e.g., SEM, online ads, partner websites)' | Page 10: 'a user may also generate extra value indirectly, for example by referring the service to other users (and thus reducing the acquisition costs for those users; Hinz et al. 2011)'"
190655382,Understanding the influence of absorptive capacity and ambidexterity on the process of business model change – the case of on-premise and cloud-computing software,yes,Product-led Growth;Direct sales;Partners/channels;Digital marketing,"Product-led Growth, Digital marketing, Partners/channels, Direct sales",high,"Page 19: 'Software as a Service has changed the significance of distribution channels through which customers are reached. Interviewees observed that customers interested in SaaS now prefer to gather pre-purchase information on the internet and test downloadable trial versions of different providers. Thus, the internet gains weight as a direct distribution channel affecting indirect distribution networks, which many of our investigated ERP vendors rely on heavily in the on-premise ERP market.'"
190655386,Transition to the Cloud: A Vendor Perspective,yes,Direct sales;Partners/channels,"Partners/channels, Direct sales",high,"Page 4: 'First, we have micro size business, which out of box standardized products are directly sold to' | Page 4: 'The second segment is small and medium size business with less than 1000 employees, where ERP Co works closely with their partners, all what they refer to as value added resellers. Here, all the sales go through ERP Co partners' | Page 5: 'VAR is a critical part of ERP Co's business ecosystem, as they are in direct charge of selling to the largest customer segment'"
190655389,Business models and opportunity creation: How IT entrepreneurs create and develop business models under uncertainty,yes,Partners/channels,Partners/channels,high,Page 11: 'telecommunication operators to encode the gaming content... and to send it to end-user devices' | Page 12: 'G-cluster used portals and IPTV operators as sales channels to end-users' | Page 14: 'portals handled the marketing activities and the charging of customers' | Page 17: 'G-cluster started to cooperate with network operators'
190655397,"Revenue models, in-app purchase, and the app performance: Evidence from Apple's App Store and Google Play",yes,Marketplaces,Marketplaces,high,"Page 1: 'An application store is essentially an online distribution platform from which users can download software applications for mobile devices' | Page 1: 'developers are interested in distributing their apps via app stores, because this allows them to reach a multitude of consumers worldwide'"
190655417,Commercialization of Composite Software Resulting from Collaborative Research,yes,Direct sales;Partners/channels,"Direct sales, Partners/channels",high,"Page 7: 'Market coordination involves enabling a ""one-face-to-the-customer"" or a ""one-stop-shopping"" customer experience and coordinating service delivery' | Page 8: 'providing a ""one-face-to-the-customer""; providing marketing and distribution for the composite products' | Page 9: 'the distribution spin-off created by the scientific coordinator presented the composite product at a major fair and organized presentations at several broadcasters'"
190655425,Adjusting software revenue and pricing strategies in the era of cloud computing,yes,Direct sales;Partners/channels,"Direct sales, Partners/channels",medium,"Page 7: 'The firm used network operators as an IaaS provider and delivery channel to end-users' | Page 5: Table 1 shows interviews with 'Sales manager', 'Strategic accounts manager', 'Head of sales', 'Sales engineer' indicating direct sales presence"
190655440,Designing business models for cloud platforms,yes,Product-led Growth;Direct sales;Partners/channels;Digital marketing,"Product-led Growth (free accounts, test-drive capabilities), Direct sales (dedicated sales force), Partners/channels (ecosystem and partner channels), Digital marketing (MOOCs, developer competitions, university events)",high,"Page 13: 'offering developers free accounts to stimulate them to use the platforms; (2) a series of free MOOCs for developers, including certification; and (3) the idea of test-drive capabilities for C&A' | Page 23: 'free trial accounts, MOOCs, developer competitions and events at universities' | Page 13: 'qualitative (open questions) and quantitative evaluation' with '13 experts: business development cloud; product management; solution management; ecosystem and channels'"
190655451,Business Models for Cloud Computing: Experiences from Developing Modeling & Simulation as a Service Applications in Industry,yes,Product-led Growth;Direct sales;Partners/channels;Digital marketing,"Product-led Growth (AppCenter marketplace), Direct sales (specialized one-stop-shops), Partners/channels (simulation consultancies as multipliers), Digital marketing (domain specific marketing channels)",medium,"Page 6: 'Can be advertised via domain specific channels, but can also be directly linked to the CloudSME marketplace' | Page 5: 'Companies that develop their simulation software as MSaaS and simulation consultancies that use these software services (i.e., simulation consultancies act as multipliers that offer the simulation solutions of various vendors)' | Page 6: 'These are being presented as one-stop-shops that the developers are using as gateways for their users to access their software'"
190655528,A Study on a Decentralized SaaS Business Model,yes,Direct sales,Direct sales,medium,"Page 1, Section I: 'as a business entity, it directly interacts with its users' | Page 1, Section I: 'users only interact with HQ without knowing whether they are accessing data center in HQ or local server(s)'"
190655555,Selection of the Proper Revenue and Pricing Model for SaaS,yes,Direct sales,Direct sales,medium,"Page 1, Abstract: 'It can be concluded that customers' needs were the main driving force to the selection of the most appropriate pricing and revenue model in the market.' | Page 6, Section VI: 'It can be concluded that customers or delivery channels are the main driving force to the selection of the most appropriate pricing and revenue model in the market.'"
190655589,Service-Centric Business Model in Cloud Environment,yes,Direct sales,Direct sales,medium,"Page 4, Section III: 'The value proposition class with four elements describes what the value is delivered by organizations to customers. It implies a description of the services that organizations offer, or will offer, along with their related information about the nature of customer and market along with their preferences.'"
190655614,Designing Viable Multi-sided Data Platforms: The Case of Context-Aware Mobile Travel Applications,yes,Marketplaces;Digital marketing,"Marketplaces, Digital marketing",medium,Página 5: 'offer it to users directly via an app store' | Página 7: 'Invitations to participate in the survey were posted on the Facebook page of various students'
190655631,Economic and business perspectives on smartphones as multi-sided platforms,yes,Product-led Growth;Partners/channels;Digital marketing,"Product-led Growth, Partners/channels, Digital marketing",high,"Page 7: 'Apple launched the App Store, which featured applications for both the iPhone and the iPod touch' | Page 4: 'Google chose to follow a strategy not unlike the one that Microsoft had employed in the 1980s in its relationships with PC makers — Google developed an operating system and licensed it to any and all handset makers'"
190655648,Crushing Candy: The Free-to-Play Game in Its Connective Commodity Form,yes,Product-led Growth;Digital marketing;Referral,"Product-led Growth, Digital marketing, Referral",high,"Page 7: 'The ask-for-help feature to gain access to additional episodes is one example of how the connective affordances of Facebook are implemented in the core design of the Saga template. By doing so, King repurposes seemingly social gestures, such as gifting, to generate ""organic growth"" (Burroughs, 2014).' | Page 5: 'Rather than advertising apps in traditional outlets, such as in magazines or on TV, game developers predominantly advertise in other apps through ""interstitials"" (full screen images) or short video clips, a business practice often referred to as ""user acquisition"" (Luton, 2013).'"
190655698,Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play,yes,Marketplaces,Marketplaces,high,"Page 86: 'For the Android consumers, Google Play (https://play.google.com) is such a one-stop shop for thousands of Android apps' | Page 108: 'Today, the freemium strategy is observed in virtually all mobile app markets —including Apple App Store, BlackBerry App World, Google Play, and Windows Marketplace for Mobile.'"
190655702,"Network Externalities, Incumbent's Competitive Advantage and the Degree of Openness of Software Start-Ups",no,,not reported,high,information not found in text
190655721,A Pricing Framework for Software-as-a-Service,yes,Direct sales,Direct sales,medium,Page 3: 'The pricing data source is obtained through our examination of each SaaS vendor's website according to the vendor list provided by the New Cloud Computing Showplace website'
190655747,Clarifying the Value Elements of Business Models for Disturbance Management in Supply Chains,yes,Direct sales,Direct sales,medium,"Page 3: 'Our research takes the perspective of a solution provider, a company Alfa, which develops and offers a service entity to logistic-intensive companies'"
190655750,The Impact of Open Source Software Commercialization on Firm Value,yes,Product-led Growth;Direct sales,"Product-led Growth, Direct sales",medium,Page 10: 'commercial OSS releases ensure diffusion and create a marketplace for complementary proprietary products and services' | Page 6: 'firms that aim to develop a commercial product jointly with a community'
190655785,The relationship between Open Innovation and Strategy: data-driven analysis of the Mobile Value Services Industry,yes,Partners/channels;Marketplaces,"Marketplaces, Partners/channels",high,Page 4: 'App Store' | Page 6: 'open network of independent software developers' | Page 6: 'network of third parties'
190655819,Open-Source Software Entrepreneurial Business Modelling,yes,Others,Others,high,"Page 2: 'Earlier versions of the OSS_EBM framework were introduced in an e-commerce university course targeting both master and doctoral students. Moreover, this framework was presented at two events of early-stage startup business incubators. Four workshops and free consultation were conducted'"
190655845,Towards a better Understanding of the Dynamics of Platform as a Service Business Models,yes,Product-led Growth;Partners/channels,"Product-led Growth, Partners/channels",medium,"Page 4, Section 5.2: 'The value of the favorable word of mouth variable will increase in correlation with an increase in the <customer segment> population. Similarly, an increase in the value of the word of mouth variable will lead to an increase in the value of the adoption rate <customer segment>' and Page 3, Section 4.2: 'Systems integrators (SI) provide complementary services, for instance consulting services'"
