article_id,article_title,response_found,values_inside_scope,extracted_value,confidence_level,source_citation
190653872,Managing Software-as-a-Service: Pricing and operations,yes,Freemium;Trial;Tiers/Plans;Pay-as-you-go;Prepaid credits;Annual contract,"['Freemium', 'Trial', 'Tiers/Plans', 'Pay-as-you-go', 'Prepaid credits', 'Annual contract']",high,"Page 2, line 82: 'the variety of pricing options, low prices, and free trials' | Page 3, lines 309-310: 'subscription pricing (a.k.a., flat-fee), two-part tariff (2PT), and three-part tariff (3PT) are ubiquitous choices' | Page 4, lines 321-322: 'tiered (nonlinear) pricing and pay-per-use pricing' | Page 11, lines 1012-1016: 'Ma and Kauffman (2014) consider pricing strategies and quality choices in duopoly competition of SaaS providers where customers sample (free-trial), learn their true fit' | Page 17, lines 1667-1674: 'Despite the attractiveness of freemium' and 'tiered pricing combines tariff and bundling by offering several price points with limited usage allowance and features'"
190653882,"Converting free users to paid subscribers in the SaaS context: The impact of marketing touchpoints, message content, and usage",yes,Trial;Annual contract,"['Trial', 'Annual contract']",high,"Page 1: 'free-trial acquisition, which allows prospective consumers to explore the service at no charge' | Page 1: 'customers pay a monthly or annual subscription fee'"
190653942,Optimal distinctiveness across revenue models: Performance effects of differentiation of paid and free products in a mobile app market,yes,Freemium;Tiers/Plans,"['Freemium', 'Tiers/Plans']",high,"Page 11: 'A free product with a premium option (i.e., freemium) allows customers to access basic features of a product or service for free and then charges for upgrades to this basic version'"
190653950,On top of the game? The double-edged sword of incorporating social features into freemium products,yes,Freemium,['Freemium'],high,Page 1: 'The freemium business model —where a firm offers a base product for free and users can pay for premium content and features after they have adopted the base product'
190653984,Toward Building Specialized Information Systems as Software Platforms,no,,not reported,high,information not found in text
190653993,Development of service-dominant business model for CAE software industry in Greater China: a case study,yes,Tiers/Plans;Pay-as-you-go;Prepaid credits;Annual contract,"['Tiers/Plans', 'Pay-as-you-go', 'Prepaid credits', 'Annual contract']",high,"Page 5: 'diversify this service with various license types such as perpetual license, leased license, prepaid tokens, or a pay-for-use contract'"
190654058,MintM: the start-up transforming businesses real-time,yes,Tiers/Plans;Pay-as-you-go,"['Pay-as-you-go', 'Tiers/Plans']",high,Page 8: 'pay-per-view model' | Page 8: 'pay-per-viewer' | Page 22: 'per tab or per deployment license model'
190654085,Business model innovation in mobile apps market: Exploring the new subscription plans with a behavioral reasoning perspective,yes,,['Subscription'],high,"Page 1: 'subscription-based business model (Wang et al., 2005) where consumers periodically pay a fee to access a product/service' | Page 12: 'subscribe a fixed-price plan to get access to a smoother user experience'"
190654186,Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution,no,,not reported,high,information not found in text
190654465,The Business Case for a Journey Planning and Ticketing App—Comparison between a Simulation Analysis and Real-World Data,yes,Tiers/Plans;Pay-as-you-go,"['Tiers/Plans', 'Pay-as-you-go']",high,Page 2: 'West Yorkshire Day Ticket' (MCard Day) | Page 2: 'Park and Ride' (P&R) Tickets' | Page 13: 'bundles of tickets at a discount to the single ticket price' | Page 13: 'equal shares of each bundle were purchased'
190654531,Hypothesis-driven Adaptation of Business Models based on Product Line Engineering,yes,Freemium;Tiers/Plans,"['Freemium', 'Tiers/Plans']",high,Page 1: 'which is Free For All (FA) by using In-App Ads (IA)' | Page 5: 'License Subscription could be refined to Standard Subscription and Premium Subscription'
190654542,E-business evolution: an analysis of mobile applications' business models,yes,Freemium;Pay-as-you-go,"['Freemium', 'Pay-as-you-go (for in-app purchases)', 'One-time payment (pay per download)', 'Subscription', 'Free with ads', 'Mixed (combination of multiple structures)']",high,"Page 3-4: 'freemium model, some parts of the product or service are given for free while additional services or the rest of the product or services are paid for' | Page 5: '25 pay per download apps (i.e. a payment is needed to download the app) and 25 free apps (i.e. payment is not needed)' | Page 7: 'about 69% of pay per download apps (777 out of 1125) are based on mixed value capture mechanisms' | Page 7: 'where none of those elements was present, the app was initially considered as free. The value capture variable was treated as categorical, but the presence of a value capture mechanism was not seen as exclusive because others may be contemporarily present in the same app. In these cases, the value capture mechanism was considered as mixed.'"
190654598,A Study on Cloud-Based Software Marketing Strategies Using Cloud Marketplace,yes,Pay-as-you-go;Prepaid credits;Annual contract;Custom negotiation,"['Pay-as-you-go', 'Annual contract', 'Prepaid credits', 'Custom negotiation']",high,Page 1: 'Various payment methods such as usage-based system based on cloud service characteristics can be employed.' | Page 8: 'It is charged in the form of monthly or annual subscriptions' | Page 8: 'Usage fee is charged based on the type and range of migration for a one-time cost and the total migration capacity. It can be paid in installments for 12 or 24 months.' | Page 5: 'The billing system is not specified on the website and for several services it consists of requesting an estimate from the registrar.'
190654601,Software as a service: Lessons from the video game industry,yes,Freemium;Tiers/Plans;Prepaid credits;Custom negotiation,"['Freemium', 'Tiers/Plans', 'Custom negotiation (for DLCs)', 'Prepaid credits (season pass)']",high,"Page 2-3: 'free-to-play games are rarely entirely free and might more accurately be called freemium or free-to-start games' | 'Season pass —This gives the purchaser access to all new DLCs for a predetermined period, usually a year. Instead of purchasing each DLC separately, gamers pay upfront for a year's worth of DLCs at a discounted price.'"
190654605,The SaaS Payoff: Measuring the Business Value of Provisioning Software-as-a-Service Technologies,yes,Trial;Custom negotiation,"['Trial', 'Custom negotiation']",medium,"Page 13: 'The flexibility inherent to the SaaS-enabled economic models, whereby customers can now trial or purchase SaaS solutions via credit card, purchasing order, or finance methods'"
190654664,Searching for synergy from a combination of heterogeneous business models: measurement and assessment from the Polish software industry,no,,not reported,high,information not found in text
190654709,Business Models for Emerging Technologies: The Case of Affective Computing,yes,Freemium;Trial;Pay-as-you-go,"['Freemium', 'Trial', 'Pay-as-you-go']",high,Page 3: 'free demo and free trial periods for users' | Page 4: 'payment for a number of images/videos processed'
190654717,Economics of open source library software: evidences from Indian libraries,yes,Freemium;Custom negotiation,"['Freemium', 'Custom negotiation']",medium,"Page 11: 'As the OSS is available for freely downloadable' | Page 13: 'As selling of OSS cannot sustain a business, these companies make a bundle of library products and services and up-sell it to existing major libraries'"
190654720,Making a Business Out of (Predictive Application Management in) the Fog,yes,Freemium;Tiers/Plans;Annual contract,"['Annual contract (for License-based model)', 'Freemium (for Freemium model with free and paid tiers)']",high,"Page 6: 'Asset Manufacturers should pay yearly license fees (Revenue Streams)' | Page 6, Section III-B: 'freemium models require the costs of non-paying customers to be covered by another part of the business model or by another Customer Segment. We, therefore, split Application Operators into two segments, i.e. free and subscribing customers'"
190654834,Synergies between App-Based Car-Related Shared Mobility Services for the Development of More Profitable Business Models,yes,Freemium;Tiers/Plans;Pay-as-you-go;Custom negotiation,"['Pay-as-you-go', 'Tiers/Plans', 'Custom negotiation (flat rates)', 'Freemium']",high,Page 7: 'Emerging mobility services generally charge their customers per use' | Page 7: 'others offer flat rates' | Page 7: 'Uber uses dynamic pricing to match the supply with the demand' | Page 8: 'Zipcar and Respiro adapt their rates depending on their different monthly subscription plans' | Page 8: 'Other operators such as TwoGo by SAP are subscription-based or they apply a freemium model'
190654956,Open source ERP business model framework,yes,Freemium;Custom negotiation,"['Freemium', 'Custom negotiation']",high,"Page 3: 'Most have free download options with stronger variants available for a fee' | Page 3: 'The zero-cost licensing structure of most open source projects has opened up the acceptance of these products into a number of previously untapped markets' | Page 4: 'SugarCRM, which distributes basic open source products without charge, but offers proprietary versions or extensions for a fee'"
190655012,Analysis of Freemium Business Model Considering Network Externalities and Consumer Uncertainty,yes,Freemium,['Freemium'],high,Page 1: 'provide both a free basic version and a paid premium version for a service or a product to customers. Such a setting is often called freemium model'
190655172,Investigating e-business models' value retention for start-ups: The moderating role of venture capital investment intensity,no,,not reported,high,information not found in text
190655181,Growth of a platform business model as an entrepreneurial ecosystem and its effects on regional development,yes,Freemium;Custom negotiation,"Freemium (free and paid apps coexist), Custom negotiation (commission rates vary)",medium,"Page 11: 'most Android apps are provided for free, and most of the rewards for app development are directly transferred to the app developers' | Page 7: 'talented app providers who stay in the App Store...the number of verified transactions (i.e. paid app) increases' | Page 14: 'Hotels.com is introducing a new sales strategy to substantially reduce the commission if existing or new hotel customers, who renew or make new contracts'"
190655186,Developing enterprise social software in China: insights from Mingdao,yes,Freemium;Trial;Tiers/Plans;Annual contract;Custom negotiation,"Freemium (free basic account and paid advanced account), Trial (30-day free trial period), Tiers/Plans (Gold and Silver categories), Annual contract, Custom negotiation (for private cloud deployments)",high,"Page 10: 'In order to attract customers, we must allow them to try our platform first. At the beginning, free [freemium] is the best way' | 'After the 30-day free trial period' | 'Our categories [of customers] can also be divided into 'Gold' and 'Silver'' | Page 11: 'In 2013, Mingdao offered two types of accounts including free basic and advanced accounts' | Page 5: 'The initial account fee may be US$20,000 per year, plus an annual license fee'"
190655190,Open source - Is it an alternative to intellectual property?,yes,Freemium;Tiers/Plans;Custom negotiation,"['Freemium (free open source version vs paid proprietary version in dual model)', 'Custom negotiation (professional services tailored to client needs)', 'Tiers/Plans (different license options: open source vs proprietary in dual model)', 'Others (non-gratia pricing controls in some licenses)']",high,"Page 10: 'The ""Dual Business model"" allows companies to give customers the choice of two licensing models: open source or proprietary/commercial' | Page 10: 'a normal doubt arises as to who will pay for a product when its open source version is available for free. Interestingly, the payment the user of a proprietary version makes is not for the product, but for the license' | Page 10: 'professional services like maintenance, support customization, consulting and training' | Page 14, Endnote 30: 'Certain open source licenses require distribution of software to be non-gratia'"
190655198,Difficult Business Models of Digital Business Platforms for Health Data: A Framework for Evaluation of the Ecosystem Viability,yes,Custom negotiation,['Custom negotiation (subscription with fixed monthly fee per organization/user)'],high,"Page 5: 'The chosen option was a subscription model based on a fixed monthly fee. Each participating organization would pay their share of the total cost' | Page 5: 'First option was to charge the consumer of data per usage of data. However, this option was rejected' | Page 5: 'Another option was to charge the producer of data per each unit of patient data they would create. However, also this option was rejected'"
190655206,"Onboarding customer companies to electronic invoicing platform – developing a marketing and a partnering strategy for Tieto, an e-invoicing service provider",yes,Pay-as-you-go;Custom negotiation,"['Pay-as-you-go', 'Custom negotiation']",medium,"Page 7: 'The service provider charges its customer companies (both suppliers and buyers) a transaction fee for each e-invoice. In addition, the service provider might charge a setup fee from the customer.' | Page 7: 'Very often, a larger service provider sets a minimum limit of traffic they want to generate from a smaller service provider so to warrant the work of making the interchange agreement.'"
190655218,How Service Offerings and Operational Maturity Influence the Viability of Health Information Exchanges,yes,Tiers/Plans;Pay-as-you-go;Custom negotiation,"['Tiers/Plans', 'Pay-as-you-go', 'Custom negotiation']",high,"Page 10: 'The current fee structure is a layered monthly subscription-based model, where charges range by the type and volume of service' | Page 11: 'The current revenue model for financial sustainability is based on a tiered pricing structure, where some senders and participants are charged tiered pricing based on their volume of transactions.' | Page 10: 'it provides a set of premium services (e.g., transcription, billing, quality advising) using a differential pricing scheme.' | Page 10: 'has evolved to offer a hybrid approach... designed a mix of subscription-based and transaction-based revenue models'"
190655219,Mobile ticketing services in the Northern Europe: Critical business model issues,yes,Pay-as-you-go;Prepaid credits,"['Pay-as-you-go (single tickets)', 'Prepaid credits (period tickets)']",high,"Page 1: 'The first apps did offer single tickets only' | Page 4: 'the majority of apps offer partial or almost full range of period tickets' | Page 4: 'recently updated apps of some companies (Karlstadbuss, Skånetrafiken, and Västtrafik) started offering longer period tickets, for example, 24h and 72h tickets, 30- and 90-day'"
190655247,The effect of free sampling strategies on freemium conversion rates,yes,Freemium;Trial,"['Freemium', 'Trial']",high,"Page 1: 'Freemium business models, where companies offer a free basic and a value-enhanced paid version of a product' | Page 1: 'many firms such as Dropbox or Evernote are using free trials to counter the experience-good characteristics of their digital services and thus attempt to improve premium conversion rates' | Page 1: 'companies offer users a free trial period (e.g., 30 days) to test out the premium offering with the option of going back to the free version after the trial'"
190655350,Give Away Your Digital Services: Leveraging Big Data to Capture Value,yes,Freemium;Annual contract,"['Freemium', 'In-app purchase', 'Annual contract (for data buyers)']",high,"Page 3: 'New models have been proposed to escape this digital service free equation, such as freemium models, which mix free basic services with paid premium ones' | Page 3: 'in-app purchase models, which give the basic app away but offer users opportunities to enrich their experience with it through paid add-ons' | Page 5: 'premium offerings, in-app sales' shown in Table 1 | Page 7: 'for a fee of $20,000 per year' for data access"
190655362,Making Digital Freemium Business Models a Success: Predicting Customers' Lifetime Value via Initial Purchase Information,yes,Freemium,['Freemium'],high,"Page 1: 'Users can access such services for free, and usually use them as long as they like at no cost' | Page 3, Table 1: 'on average, 94% of the top-grossing apps are free to download, leaving only 6% that require an upfront payment'"
190655382,Understanding the influence of absorptive capacity and ambidexterity on the process of business model change – the case of on-premise and cloud-computing software,yes,Pay-as-you-go,['Pay-as-you-go'],high,"Page 20: 'As all case companies offer SaaS on a pay-per-use basis, cash flows in continuously but less predictably'"
190655386,Transition to the Cloud: A Vendor Perspective,yes,Pay-as-you-go,['Pay-as-you-go'],high,"Page 1: 'the advantages provided by this new way of consuming computing resources, such as low/minimal entry costs, pay-as-you-go mode' | Page 2: 'the pay-as-you-go or subscription-based payment model has liberated organizations from upfront capital investment'"
190655389,Business models and opportunity creation: How IT entrepreneurs create and develop business models under uncertainty,yes,,"['Others (rental model, packaged collections, revenue sharing-based)']",medium,"Page 13: 'Virtual game delivery made possible a variety of revenue models, such as renting the game for a certain time period, or packaging a number of games into an attractive collection'"
190655397,"Revenue models, in-app purchase, and the app performance: Evidence from Apple's App Store and Google Play",yes,Freemium;Trial,"['Freemium', 'Trial']",high,"Page 3: 'Under this model, a low valuable version, which may include ads and has limited or time-expiring functionalities/features, is offered for free. As explained later, in this case the low valuable version can work as a trial offered to users to experiment with the product before committing to upgrade upon payment to the high valuable version'"
190655417,Commercialization of Composite Software Resulting from Collaborative Research,yes,Custom negotiation,['Custom negotiation'],medium,"Page 7: 'multiple payment and revenue-sharing models can be distinguished, such as service based revenues, up-front license fees, subscription, advertising based revenues, transaction based revenue sharing, and giving it to customers for free' | Page 9: 'the coordinators would collect the payment from the customer and distribute it among involved providers'"
190655425,Adjusting software revenue and pricing strategies in the era of cloud computing,yes,Tiers/Plans;Custom negotiation,"['Tiers/Plans', 'Custom negotiation']",medium,"Table 2 shows: 'Second-degree price discrimination (time based, version based, segmentation based, quantity based)' | Page 7: ' firms C and E, the rental fee was also based on version-based price discrimination. In addition, Firm E used quantity-based price discrimination' | Page 3: 'Price discrimination refers to a pricing model in which software is rented to different customers at different prices... can be divided into first-degree, second-degree, and third-degree price discrimination'"
190655440,Designing business models for cloud platforms,yes,Freemium;Trial;Tiers/Plans;Custom negotiation,"Freemium (free developer accounts), Trial (free trial accounts), Tiers/Plans (implied from different customer segments)",medium,"Page 13: 'offering developers free accounts to stimulate them to use the platforms' | Page 23: 'free trial accounts, MOOCs, developer competitions and events at universities (actively invest in developers)' | Page 23: 'lower prices for developers (subsidize development partners)'"
190655451,Business Models for Cloud Computing: Experiences from Developing Modeling & Simulation as a Service Applications in Industry,yes,Pay-as-you-go;Prepaid credits;Annual contract;Custom negotiation,"Pay-as-you-go (pay-per-use), Annual contract (annual license), Prepaid credits (pay up front), Custom negotiation (invoiced later based on company)",medium,"Page 8: 'to be charged on an appropriate basis (pay-per-use, annual license, etc.)' | Page 8: 'Users register at a one-stop-shop and use the software. Depending on the company, users either need to pay up front or are invoiced later for use' | Page 8: 'end-users are charged at the point of use by the simulation software providers'"
190655528,A Study on a Decentralized SaaS Business Model,yes,Custom negotiation,['Custom negotiation'],medium,"Page 2, Section III: 'it should consider a flexible pricing of its products and the license fee it will charge' | Page 2, Section III: 'In the real free market, the pricing mechanism is dynamic and more complicated'"
190655555,Selection of the Proper Revenue and Pricing Model for SaaS,yes,Tiers/Plans;Pay-as-you-go;Annual contract;Custom negotiation,"['Tiers/Plans', 'Pay-as-you-go', 'Annual contract', 'Custom negotiation']",high,"Page 3, Section IV: 'The managers of Firm A felt also that the rental model also made the software attractive for the customer as it was possible to have more flexible pricing models than in software licensing.' | Page 3, Section IV: 'The initial rental agreement was for three years, and thereafter a customer could renew it for a fixed period.'"
190655589,Service-Centric Business Model in Cloud Environment,yes,Pay-as-you-go;Custom negotiation,"['Pay-as-you-go', 'Custom negotiation']",high,"Page 3, Section II: 'Utility computing → Variable pricing model: Enterprises and customers can be charged based on consumption - buyers ""pay-per-use"" or ""Pay-As-You-Go"".' | Page 4, Section III: 'The pricing model depicts pricing formats related to profit distribution within partners.'"
190655614,Designing Viable Multi-sided Data Platforms: The Case of Context-Aware Mobile Travel Applications,yes,Freemium;Pay-as-you-go,"['Freemium', 'Pay-as-you-go']",high,Página 6: 'The app market is dominated by the freemium model as over 90% of all apps are for free' | Página 6: 'pay-per-use' | Página 10: 'premium-pricing as well as data-monetization strategies can both be viable' | Página 10: 'a free app with monetization of shared data or a paid app without sharing of data with third parties'
190655631,Economic and business perspectives on smartphones as multi-sided platforms,yes,Freemium;Annual contract,"['Freemium', 'Annual contract']",medium,Page 4: 'Google developed an operating system and licensed it to any and all handset makers. The key difference between Google's Android and Microsoft's DOS and Windows was that Android was open-source and cost the handset manufacturers nothing.' | Page 3: 'Apple and Cingular — which was acquired by AT&T in December 2006 — held protracted negotiations that led to a business deal centered on the introduction of an Apple phone'
190655648,Crushing Candy: The Free-to-Play Game in Its Connective Commodity Form,yes,Freemium;Pay-as-you-go,"['Freemium', 'Pay-as-you-go']",high,"Page 1: 'Rather than drawing on the traditional paid-for or ""premium"" revenue model and charging an upfront fee per game, King derived its 2013 profits primarily via optional virtual consumption.' | Page 6: 'The freemium and free-to-play categories are often used interchangeably.'"
190655698,Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play,yes,Freemium;Trial,"['Freemium', 'Trial']",high,Page 105: 'freemium apps are free to download but typically include offers to upgrade to the paid version' | Page 111: 'Free apps are often listed side by side with their paid counterparts to provide consumers the opportunity to test run a mobile app before purchase.'
190655702,"Network Externalities, Incumbent's Competitive Advantage and the Degree of Openness of Software Start-Ups",no,,not reported,high,information not found in text
190655721,A Pricing Framework for Software-as-a-Service,yes,Tiers/Plans;Pay-as-you-go,"['Subscription', 'Pay-as-you-go', 'Tiers/Plans']",high,"Page 2: 'Nowadays, a SaaS vendor typically charges his clients who subscribe hosted services a recurring usage fee' and Page 3: 'Product-based... Function based. Does pricing refer to different functionality configurations?'"
190655747,Clarifying the Value Elements of Business Models for Disturbance Management in Supply Chains,yes,Tiers/Plans,['Tiers/Plans'],low,"Page 3: 'Also other SaaS business characteristics (e.g. easy to deploy and deliver, online purchase and support, low price, high volume, common business processes, transferrable risk, and low budgetary expense)'"
190655750,The Impact of Open Source Software Commercialization on Firm Value,yes,Freemium,['Freemium'],medium,"Page 6: 'OSS, which is freely available to all parties that accept the licensing terms of the software' | Page 10: 'complementary proprietary products and services'"
190655785,The relationship between Open Innovation and Strategy: data-driven analysis of the Mobile Value Services Industry,yes,,"['Marketplace fees', 'Revenue sharing']",high,Page 6: 'incentivizing revenue sharing agreements' | Page 4: 'revenues and margins from applications sold on the App Store'
190655819,Open-Source Software Entrepreneurial Business Modelling,no,,not reported,high,information not found in text
190655845,Towards a better Understanding of the Dynamics of Platform as a Service Business Models,yes,Tiers/Plans;Pay-as-you-go,"['Tiers/Plans', 'Pay-as-you-go']",high,"Page 3, Section 4.2: 'In case of subscription, the customer pays a regular subscription fee – commonly a monthly charge' and 'Transaction-based pricing models are usage-dependent, for instance time or processing units, but nonetheless paid on a regular basis'"
