article_id,article_title,response_found,values_inside_scope,extracted_value,confidence_level,source_citation
190654601,Software as a service: Lessons from the video game industry,yes,B2C,B2C,high,"Page 3-4: 'The customer segments represent all the customers for whom the GaaS creates value. In this case, the customers are gamers who play GaaS-based games.' | Page 5: 'survey designed to get deeper insights from gamers about the GaaS business model'"
190654605,The SaaS Payoff: Measuring the Business Value of Provisioning Software-as-a-Service Technologies,yes,B2C;B2B SMB;B2B;Enterprise,"B2B Enterprise, B2B SMB, and B2C (Individual customers)",high,"Page 10: 'Individual customers and small and medium enterprises represent new market segments which both case organisations are attempting to establish a strong presence' | Page 6: 'two case firms...are large (>10,000 employees) multi-national incumbent IT service providers'"
190654664,Searching for synergy from a combination of heterogeneous business models: measurement and assessment from the Polish software industry,yes,B2B;Mid-market;Enterprise,"INT: Enterprise (Large Organizations); VAR: B2B (All Organizations including SMB, Mid-market, and Enterprise)",high,"Page 5, Table 3: 'Target Customer: Large Organizations' for INT model and 'Target Customer: All Organizations' for VAR model"
190654709,Business Models for Emerging Technologies: The Case of Affective Computing,yes,B2B,B2B,high,Page 3: 'The data shows that business customers (B2B) is the largest customer segment for ER solutions'
190654717,Economics of open source library software: evidences from Indian libraries,yes,Government,Government,medium,Page 1: 'Institutions of National Importance (INIs) in India' | Page 8: 'The results of the study show that university libraries of India could save an estimated Rs 417m by adopting open source ILS'
190654720,Making a Business Out of (Predictive Application Management in) the Fog,yes,B2B;Enterprise,"B2B (both Enterprise and SMB). The License-based model targets Asset Manufacturers (Enterprise), while the Freemium model targets Application Operators (mixed sizes).",high,"Page 2: 'we will always refer to three main actors which characterise the BME for predictive Fog application management. Namely: -Asset Manufacturers (AMs) which are producing hardware components and systems...and often take care of deploying and managing their equipment for other service providers (e.g., Telco operators), -Infrastructure Providers (IPs)...are planning to invest in building a new one (e.g., new Fog providers), -Application Operators (AOs) that deploy their application services to Cloud and Fog nodes, e.g., private users, business employees' | Page 6: 'Asset Manufacturers represent the main Customer Segment of this scenario' | Page 6: 'directly targeting Application Operators as Customer Segment'"
190654834,Synergies between App-Based Car-Related Shared Mobility Services for the Development of More Profitable Business Models,yes,B2C,B2C,high,"Page 5: 'Car-related shared mobility services are oriented toward private customers, business clients and public authorities' | Page 2: 'private B2C (chauffeur driven vehicles commonly called VTC services)' | Page 2: 'B2C carsharing services'"
190654956,Open source ERP business model framework,yes,B2B SMB;B2B,B2B SMB,high,"Page 1: 'Efforts to increase the market led vendors to serve not only large organizations, but also focus more on small-to-medium sized enterprises (SMEs)' | Page 2: 'Johansson and Sudzina [1] noted that open-source ERP system interest has exploded, appearing to target SMEs' | Page 2: 'SMEs are suitable candidates for open-source ERP due to their agility and flexibility'"
190655012,Analysis of Freemium Business Model Considering Network Externalities and Consumer Uncertainty,yes,B2C,B2C,high,"Page 1: 'provide both a free basic version and a paid premium version for a service or a product to customers' | Page 2: 'Customers can use a basic version of the online service for free' | Page 5: 'We assume a normalized mass m = 1 of consumers with types distributed uniformly in the interval [0, 1]'"
190655172,Investigating e-business models' value retention for start-ups: The moderating role of venture capital investment intensity,yes,B2C,B2C,high,Page 2: 'The major beneficiary of the IoT innovation resides in consumer Apps that are estimated to grow from 2.9 Billion in 2015 to 13 Billion connected objects in 2020' | Page 3: 'Such novel and unique product and service offerings may create special customer value and improve customer satisfaction.'
190655181,Growth of a platform business model as an entrepreneurial ecosystem and its effects on regional development,yes,B2C;B2B SMB;B2B,"B2C (for app store platforms targeting end users/consumers), B2B SMB (for hotel platforms targeting hotels as customers)",high,Page 8: 'Greater 'Openness to Customer' means that the platform has less direct control on the contacts and transactions between suppliers and customers' | Page 9: 'the user part only includes the (a) number of users' | Page 11: 'Hotels.com allows hotels (customers) to develop a system'
190655186,Developing enterprise social software in China: insights from Mingdao,yes,B2B SMB;B2B;Mid-market,"B2B SMB, Mid-market",high,"Page 9: 'For SMEs, the major benefit of a SaaS public cloud is that customers don't need to spend big money on hardware. The Mingdao platform's design is suitable for any team of 50-200 people.' | Page 9: 'our target customer segments are very clear now: only small and medium enterprises or individual departments of large enterprises' | Page 5: 'we can provide our Mingdao platform to any enterprises via the Internet'"
190655190,Open source - Is it an alternative to intellectual property?,yes,B2B;Developers/Dev-tools,"Mixed: End users (individual users, programmers, developers), B2B (companies needing professional services, support, customization, consulting), and Developers/Dev-tools (community contributors who become users and programmers)",high,"Page 10: 'a reciprocal license model will be largely service oriented, where the revenue mainly comes from professional services like maintenance, support customization, consulting and training' | Page 7: 'People often start as just ""users"" and soon some will become more involved by reporting bugs. Later on, some may become developers who fix bugs or make minor improvements' | Page 12: 'The ""users"" are supposed to be the main beneficiaries of open source'"
190655198,Difficult Business Models of Digital Business Platforms for Health Data: A Framework for Evaluation of the Ecosystem Viability,yes,B2B,B2B (specifically public and private healthcare organizations),high,Page 2: 'These examples represent both business to business (B2B) and business to consumers (B2C) models' | Page 4: 'The producers and consumers of patient data are organizational actors and their employees' | Page 1: 'the ecosystem consists of both public and private organizations'
190655206,"Onboarding customer companies to electronic invoicing platform – developing a marketing and a partnering strategy for Tieto, an e-invoicing service provider",yes,B2B SMB;B2B,B2B SMB,medium,"Page 4: 'Large issuers and recipients prefer to make full e-invoicing integration into their AR and AP systems, but SMEs tend to choose quicker solutions using, e.g., WebEDI.' | Page 3: 'Supplier direct model enables direct contact with customers, opportunities for a close integration with back office environment and process automation, and gives the supplier influence on e-invoicing functionality. On the other hand, upgrading and maintenance costs of this kind of system tend to accumulate dramatically over the years.'"
190655218,How Service Offerings and Operational Maturity Influence the Viability of Health Information Exchanges,yes,B2B SMB;B2B,B2B SMB,high,"Page 10: 'The current fee structure is a layered monthly subscription-based model, where charges range by the type and volume of service and are paid by health care providers, physician offices, and medical institutions.' | Page 10: 'IHIE grew from 12 hospitals in the center of the state with approximately 5000 physicians, to 106 hospitals (out of 126 in the state) and more than 14,000 physicians throughout Indiana'"
190655219,Mobile ticketing services in the Northern Europe: Critical business model issues,yes,B2C,B2C (individual public transport passengers/end-users),high,"Page 1: 'targeted non-regular public transport passengers having no travel card. Now, the majority of ticketing apps offers almost a full range of available tickets for all types of passengers' | Page 3: 'The questions covered the following interview subjects... (5) general feedback from the end-users' | Page 2: 'A few studies are focused on the problem of mobile ticketing adoption by customers'"
190655247,The effect of free sampling strategies on freemium conversion rates,yes,B2C,B2C,high,Page 1: 'Premium users typically account for 3–5 % of total users.' | Page 2: 'free users become an effective lever for rapidly growing a company's user base' | Page 4: 'consumers perceive the disutility of giving something up to be greater than the utility associated with acquiring it'
190655350,Give Away Your Digital Services: Leveraging Big Data to Capture Value,yes,B2C,B2C (individual consumers/users),high,Page 2: 'free-to-consumers business model' | Page 2: 'Consumers are getting used to receiving free services in many different fields' | Page 2: 'users are more than eyeballs to be targeted with advertising; they become data providers'
190655362,Making Digital Freemium Business Models a Success: Predicting Customers' Lifetime Value via Initial Purchase Information,yes,B2C,B2C,high,"Page 3: 'When registering for one of the two online games in the study, users must provide no more than a nickname and an email address' | Page 3: 'On the dating platform (data set 3), users usually share profile pictures, gender, age, place of residence, and other personal details' | Page 3: 'When buying credits on any of these platforms, users choose a purchase amount (e.g., €5, €10, €20) and a payment method'"
190655382,Understanding the influence of absorptive capacity and ambidexterity on the process of business model change – the case of on-premise and cloud-computing software,yes,B2B SMB;B2B;Mid-market;Enterprise,"['B2B SMB', 'Mid-market', 'Enterprise']",high,"Page 3: 'ERP vendors' traditional business model consisted of selling licenses and services for on-premise software to typically larger organisations for automating enterprise-wide processes' | Page 19: 'SaaS initially attracted low-end customer segments and prior non-users of ERP systems that valued SaaS because it offered scalable, rapidly implementable and easy-to-use software services. These customers, mainly SMEs, were over-served by existing ERP systems' | Page 15, Table 4: 'The target customers are small and medium-sized enterprise (SMEs)' and also 'all sizes and kinds of businesses'"
190655386,Transition to the Cloud: A Vendor Perspective,yes,B2B SMB;B2B,B2B SMB,high,"Page 1: 'a case study of an ERP vendor for SMB (small and medium-size business)' | Page 2: 'a business-to-business (B2B) setting' | Page 4: 'ERP Co is a leading vendor of enterprise resource planning (ERP), customer relationship management (CRM), and human resource management (HRM) systems in the European market for small and medium sized enterprises (SME)' | Page 4: 'First, we have micro size business, which out of box standardized products are directly sold to... The second segment is small and medium size business with less than 1000 employees'"
190655389,Business models and opportunity creation: How IT entrepreneurs create and develop business models under uncertainty,yes,B2C,B2C,high,"Page 10-11, Figure 1: Shows 'Mobile game-players' as end users | Page 12, Figure 2: Shows 'PC players' and 'IPTV players' | Page 17, Figure 4: Shows 'Cloud console players' and 'IPTV players' as end customer segments"
190655397,"Revenue models, in-app purchase, and the app performance: Evidence from Apple's App Store and Google Play",yes,B2C,B2C,high,"Page 1: 'On the other hand, developers are interested in distributing their apps via app stores, because this allows them to reach a multitude of consumers worldwide' | Page 1: 'Finally, consumers derive higher utility from the presence of a higher number of developers in the app stores'"
190655417,Commercialization of Composite Software Resulting from Collaborative Research,yes,B2B;Enterprise,"B2B - Enterprise (broadcasters, Web TV companies, digital video archives)",high,"Page 4: 'The involved partners see a market opportunity for the composite software product in the following industries: broadcasting, Web TV and digital video archives. Three of the involved companies had an established customer base in the broadcasting industry' | Page 9: 'organized presentations at several broadcasters'"
190655425,Adjusting software revenue and pricing strategies in the era of cloud computing,yes,B2C;B2B SMB;B2B;Enterprise;Government,"B2B - diverse types including Enterprise (telecom operators, banks, financial institutions), B2B SMB (small and medium-sized customers), Government organizations, and B2C (game players)",high,"Table 2 shows target industries: 'Telecom operators, component manufacturers, and service providers for telecom networks', 'Game players', 'Bank and financing sector', 'Financial institutions, government organizations, health care, telecommunications, etc.', 'Furniture chains and furniture manufacturers' | Page 7: 'servitization of the offering and software renting helped the firms to expand their customer base, since the rental solution made the service attractive also for smaller customers'"
190655440,Designing business models for cloud platforms,yes,B2B;Developers/Dev-tools,"Multiple customer types: B2B (Independent Software Vendors, System Integrators, Platform customers/Enterprises), Developers/Dev-tools (individual developers)",high,"Page 18: 'PaaS providers have the options to address at least five possible customer segments: (1) individual developers who have not yet built commercial solutions (such as student groups or start-ups); (2) ISVs who develop and consume C&A on the platform; (3) system integrators (SIs) such as IT consultancies, who do this for their customers; (4) platform customers as a possible customer segment that refers to enterprises that use PaaS solutions as a private cloud'"
190655451,Business Models for Cloud Computing: Experiences from Developing Modeling & Simulation as a Service Applications in Industry,yes,B2B SMB;B2B,"B2B SMB (Small and Medium Enterprises in manufacturing and engineering), with specific focus on SMEs",high,"Page 5: 'The manufacturing and engineering market (the focus of the CloudSME project) is a rather heterogeneous market in terms of their activities and products...fabricated metal, electrical parts, minerals, food, paper, textile, furniture and others' | Page 8: 'This paper has presented business models that have been created based on experiences in the CloudSME project. The project focuses on SMEs in manufacturing and engineering who both use and provide simulation services' | Page 5: 'Note that most of the companies in the project are SMEs'"
190655528,A Study on a Decentralized SaaS Business Model,yes,B2B SMB;B2B,B2B SMB,medium,"Page 1, Section I: 'However, for a small provider, it may be more beneficial for it to host its application(s) on top of other PaaS/IaaS provider(s).' | Page 1, Section I: 'when a growing mid-size provider broadening its business to global market, it may suffer from many investment and management issues'"
190655555,Selection of the Proper Revenue and Pricing Model for SaaS,yes,B2B SMB;B2B,B2B SMB,medium,"Page 5, Section V: 'Low initial costs in software renting enabled to expand the customer base from large-sized customers toward small and medium-sized customers (Firm D)' | Page 3, Section IV: 'The software can be used in many different types of organizations, including financial institutions and government organizations.'"
190655589,Service-Centric Business Model in Cloud Environment,yes,B2B SMB;B2B,B2B SMB,medium,"Page 1, Section I: 'As the adoption of cloud services and cloud platforms takes hold, an enterprise tends to run its whole business in the cloud environment [3].' | Page 2, Section II: 'The BM as an enterprise's foundation is often used to describe the key components of an existing business [21]'"
190655614,Designing Viable Multi-sided Data Platforms: The Case of Context-Aware Mobile Travel Applications,yes,B2C,B2C,high,"Página 3: 'The objective of the project is to provide a data platform for apps and services for city visitors (i.e., tourists as well as citizens)' | Página 5: 'Note that the 'user' is the actual person that uses the app' | Página 6: 'The app market is dominated by the freemium model as over 90% of all apps are for free, so user willingness to pay is often low'"
190655631,Economic and business perspectives on smartphones as multi-sided platforms,yes,B2C,B2C,high,"Page 1: 'Even though by their very nature mobile operating systems connect a variety of customers, their ultimate goal is to attract consumers (users).' | Page 2: 'We focus on the strategies that mobile platforms have resorted to in order to achieve this objective.'"
190655648,Crushing Candy: The Free-to-Play Game in Its Connective Commodity Form,yes,B2C,B2C,high,"Page 1: 'A mere 3% of its player network of over 300+ million consisted of payers (King Digital Entertainment, 2014a, p. 5).' | Page 6: 'This low conversion rate of players into payers favors economies of scale.'"
190655698,Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play,yes,B2C,B2C,high,"Page 68: 'A mobile app can be distinguished from general software by the following characteristics: it is optimized for touch-screen-based mobile devices, it is designed mostly for personal use' | Page 115: 'A consumer may, of course, purchase a paid app directly without trying out its free version.'"
190655702,"Network Externalities, Incumbent's Competitive Advantage and the Degree of Openness of Software Start-Ups",yes,B2B SMB;B2B,B2B SMB,medium,"Page 1: 'analyzes the degree of openness chosen by start-ups when entering the software industry' | Page 3: 'a new entrant firm (i.e., software start-up) faces a well-established incumbent'"
190655721,A Pricing Framework for Software-as-a-Service,yes,B2B SMB;B2B,B2B SMB,high,"Page 2: 'The second challenge comes from the diversity of SaaS clients, among which small and medium enterprises have been the most aggressive adopters. Likewise, large corporations are equally attracted to the idea of acquiring software services on demand'"
190655747,Clarifying the Value Elements of Business Models for Disturbance Management in Supply Chains,yes,B2B SMB;B2B,B2B SMB,high,"Page 3: 'Our research takes the perspective of a solution provider developing a service entity to logistic intensive companies' | Page 4: 'three different types of customer segments for the new service for the management and analysis of transport disturbances can be identified; 1) Owners of the cargo (low value of transported goods), 2) Owners of the cargo (high value of transported goods) and 3) logistic operators'"
190655750,The Impact of Open Source Software Commercialization on Firm Value,yes,Enterprise,Enterprise,medium,Page 7: 'companies operating in software-related industries from the Fortune Global 500 list' | Page 6: 'firms that aim to develop a commercial product jointly with a community do so mainly to receive design help from their potential future customers'
190655785,The relationship between Open Innovation and Strategy: data-driven analysis of the Mobile Value Services Industry,yes,B2B,B2B,medium,Page 3: 'fifteen firms involved in OI initiatives were selected' - the study focuses on B2B relationships between mobile industry firms
190655819,Open-Source Software Entrepreneurial Business Modelling,yes,Others,Others,high,Page 1: 'This poster aims to facilitate business planning of bootstrapping entrepreneurs who are developing a high-tech business by open-source approach.' | Page 2: 'the OSS_EBM framework enables high-tech strategists and entrepreneurs'
190655845,Towards a better Understanding of the Dynamics of Platform as a Service Business Models,yes,B2B SMB;B2B,B2B SMB,high,"Page 3, Section 4.2: 'IT startups are dynamic in their early stages and thus will use new technologies and products compared to companies established before them' and 'platform customers, are mainly upper small and medium-sized enterprises (SME) or large enterprises using the platform internally'"
